unit_id,time_id,case_no,survey_year,survey_month,dvla_code,raw_la_code,strata,area_id,msoa_name,synthetic_msoa_assignment_method,synthetic_msoa_seed,sex,age,age_source,synthetic_age_seed,age_group_3_code,age_group_5_code,age_group_7_code,working_age_code,pension_age_code,econ_status_3_code,econ_status_code,education_code,highest_qualification_code,tenure_code,tenure_group_code,CarUse,caraccess,num_people,num_adult,num_child,urban_rural_code,urban_rural_com_code,wimd_overall_quintile_code,raw_atfrqbke,sample_adult_weight,sample_travel_weight,freq_cyclist_weight,freq_cyclist_weight_source,freq_cyclist,freq_cyclist_source
202105710,2021,202105710,2020,8,10,W06000010,W06000010,W02000158,Carmarthenshire 017,uniform_random_within_la,20260623,1,56.0,observed_exact_age,,2,3,,1,0,,,,,2,2,,,2,2,0,2,7,3,,0.772416660358786,,0.772416660358786,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105711,2021,202105711,2020,8,10,W06000010,W06000010,W02000146,Carmarthenshire 005,uniform_random_within_la,20260623,2,70.0,observed_exact_age,,3,4,,2,1,,,,,1,1,,,1,1,0,2,7,3,,0.395432062626334,,0.395432062626334,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105712,2021,202105712,2020,8,10,W06000010,W06000010,W02000159,Carmarthenshire 018,uniform_random_within_la,20260623,2,77.0,observed_exact_age,,3,5,,2,1,,,,,1,1,,,1,1,0,2,7,4,,0.458691590763968,,0.458691590763968,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105713,2021,202105713,2020,8,10,W06000010,W06000010,W02000149,Carmarthenshire 008,uniform_random_within_la,20260623,2,65.0,observed_exact_age,,3,4,,1,0,,,,,4,3,,,1,1,0,1,5,2,,0.311860058834352,,0.311860058834352,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105714,2021,202105714,2020,8,10,W06000010,W06000010,W02000154,Carmarthenshire 013,uniform_random_within_la,20260623,2,63.0,observed_exact_age,,2,3,,1,0,,,,,1,1,,,4,2,2,1,5,2,,0.266385398129962,,0.266385398129962,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105715,2021,202105715,2020,8,10,W06000010,W06000010,W02000165,Carmarthenshire 024,uniform_random_within_la,20260623,1,70.0,observed_exact_age,,3,4,,2,1,,,,,2,2,,,1,1,0,1,5,2,,0.317142666480124,,0.317142666480124,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105716,2021,202105716,2020,8,10,W06000010,W06000010,W02000162,Carmarthenshire 021,uniform_random_within_la,20260623,2,49.0,observed_exact_age,,2,3,,1,0,,,,,4,3,,,2,1,1,1,5,4,,0.402051750728739,,0.402051750728739,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105717,2021,202105717,2020,8,10,W06000010,W06000010,W02000159,Carmarthenshire 018,uniform_random_within_la,20260623,2,58.0,observed_exact_age,,2,3,,1,0,,,,,1,1,,,1,1,0,1,5,2,,0.268678516899756,,0.268678516899756,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105718,2021,202105718,2020,8,10,W06000010,W06000010,W02000165,Carmarthenshire 024,uniform_random_within_la,20260623,2,56.0,observed_exact_age,,2,3,,1,0,,,,,1,1,,,2,2,0,1,5,4,,0.537357033799513,,0.537357033799513,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105719,2021,202105719,2020,8,10,W06000010,W06000010,W02000143,Carmarthenshire 002,uniform_random_within_la,20260623,2,51.0,observed_exact_age,,2,3,,1,0,,,,,1,1,,,3,2,1,1,5,2,,0.549542555769714,,0.549542555769714,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105720,2021,202105720,2020,8,10,W06000010,W06000010,W02000148,Carmarthenshire 007,uniform_random_within_la,20260623,2,36.0,observed_exact_age,,1,2,,1,0,,,,,1,1,,,7,2,5,1,5,2,,0.510770878835972,,0.510770878835972,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105721,2021,202105721,2020,8,10,W06000010,W06000010,W02000144,Carmarthenshire 003,uniform_random_within_la,20260623,1,55.0,observed_exact_age,,2,3,,1,0,,,,,1,1,,,4,2,2,1,5,2,,0.998009448521992,,0.998009448521992,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105722,2021,202105722,2020,8,10,W06000010,W06000010,W02000149,Carmarthenshire 008,uniform_random_within_la,20260623,1,51.0,observed_exact_age,,2,3,,1,0,,,,,1,1,,,2,2,0,1,5,2,,1.26530700430215,,1.26530700430215,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105723,2021,202105723,2020,8,10,W06000010,W06000010,W02000158,Carmarthenshire 017,uniform_random_within_la,20260623,1,48.0,observed_exact_age,,2,3,,1,0,,,,,1,1,,,3,2,1,1,5,4,,1.49220631544623,,1.49220631544623,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105724,2021,202105724,2020,8,10,W06000010,W06000010,W02000152,Carmarthenshire 011,uniform_random_within_la,20260623,2,42.0,observed_exact_age,,1,2,,1,0,,,,,1,1,,,2,2,0,1,5,2,,0.826859452239322,,0.826859452239322,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105725,2021,202105725,2020,8,10,W06000010,W06000010,W02000149,Carmarthenshire 008,uniform_random_within_la,20260623,1,74.0,observed_exact_age,,3,4,,2,1,,,,,2,2,,,1,1,0,1,5,1,,0.546360257604527,,0.546360257604527,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105726,2021,202105726,2020,8,10,W06000010,W06000010,W02000166,Carmarthenshire 025,uniform_random_within_la,20260623,2,60.0,observed_exact_age,,2,3,,1,0,,,,,1,1,,,3,3,0,1,5,4,,0.799156194389886,,0.799156194389886,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105727,2021,202105727,2020,8,10,W06000010,W06000010,W02000143,Carmarthenshire 002,uniform_random_within_la,20260623,1,72.0,observed_exact_age,,3,4,,2,1,,,,,1,1,,,2,2,0,1,5,2,,0.546360257604527,,0.546360257604527,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105728,2021,202105728,2020,8,11,W06000011,W06000011,W02000175,Swansea 008,uniform_random_within_la,20260623,2,83.0,observed_exact_age,,3,5,,2,1,,,,,4,3,,,1,1,0,1,5,5,,0.593603110997098,,0.593603110997098,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105729,2021,202105729,2020,8,10,W06000010,W06000010,W02000142,Carmarthenshire 001,uniform_random_within_la,20260623,1,56.0,observed_exact_age,,2,3,,1,0,,,,,1,1,,,4,2,2,2,6,2,,0.998009448521992,,0.998009448521992,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105730,2021,202105730,2020,8,10,W06000010,W06000010,W02000159,Carmarthenshire 018,uniform_random_within_la,20260623,2,54.0,observed_exact_age,,2,3,,1,0,,,,,1,1,,,4,4,0,2,6,2,,1.09908511153943,,1.09908511153943,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105731,2021,202105731,2020,8,10,W06000010,W06000010,W02000156,Carmarthenshire 015,uniform_random_within_la,20260623,1,67.0,observed_exact_age,,3,4,,2,1,,,,,1,1,,,2,2,0,1,5,1,,0.505065925665658,,0.505065925665658,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105732,2021,202105732,2020,8,10,W06000010,W06000010,W02000149,Carmarthenshire 008,uniform_random_within_la,20260623,1,55.0,observed_exact_age,,2,3,,1,0,,,,,1,1,,,2,2,0,1,5,1,,0.998009448521992,,0.998009448521992,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105733,2021,202105733,2020,8,10,W06000010,W06000010,W02000158,Carmarthenshire 017,uniform_random_within_la,20260623,1,58.0,observed_exact_age,,2,3,,1,0,,,,,1,1,,,2,2,0,2,6,2,,0.772416660358786,,0.772416660358786,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105734,2021,202105734,2020,8,10,W06000010,W06000010,W02000145,Carmarthenshire 004,uniform_random_within_la,20260623,1,74.0,observed_exact_age,,3,4,,2,1,,,,,1,1,,,1,1,0,1,5,1,,0.273180128802263,,0.273180128802263,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105735,2021,202105735,2020,8,11,W06000011,W06000011,W02000175,Swansea 008,uniform_random_within_la,20260623,2,59.0,observed_exact_age,,2,3,,1,0,,,,,1,1,,,4,2,2,2,7,3,,0.882511581006913,,0.882511581006913,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105736,2021,202105736,2020,8,11,W06000011,W06000011,W02000185,Swansea 018,uniform_random_within_la,20260623,2,69.0,observed_exact_age,,3,4,,2,1,,,,,1,1,,,1,1,0,2,7,1,,0.483574377208698,,0.483574377208698,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105737,2021,202105737,2020,8,11,W06000011,W06000011,W02000175,Swansea 008,uniform_random_within_la,20260623,1,59.0,observed_exact_age,,2,3,,1,0,,,,,1,1,,,1,1,0,2,7,1,,1.16069457308546,,1.16069457308546,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105738,2021,202105738,2020,8,11,W06000011,W06000011,W02000192,Swansea 025,uniform_random_within_la,20260623,2,43.0,observed_exact_age,,1,2,,1,0,,,,,1,1,,,3,2,1,2,7,5,,1.22628800883336,,1.22628800883336,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105739,2021,202105739,2020,8,11,W06000011,W06000011,W02000197,Swansea 030,uniform_random_within_la,20260623,2,57.0,observed_exact_age,,2,3,,1,0,,,,,1,1,,,2,2,0,1,5,1,,0.882511581006913,,0.882511581006913,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105740,2021,202105740,2020,8,11,W06000011,W06000011,W02000181,Swansea 014,uniform_random_within_la,20260623,1,76.0,observed_exact_age,,3,5,,2,1,,,,,1,1,,,2,2,0,1,5,5,,0.956650097427038,,0.956650097427038,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105741,2021,202105741,2020,8,11,W06000011,W06000011,W02000170,Swansea 003,uniform_random_within_la,20260623,2,48.0,observed_exact_age,,2,3,,1,0,,,,,3,2,,,3,3,0,1,5,5,,1.79892680067082,,1.79892680067082,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105742,2021,202105742,2020,8,11,W06000011,W06000011,W02000183,Swansea 016,uniform_random_within_la,20260623,2,38.0,observed_exact_age,,1,2,,1,0,,,,,1,1,,,2,2,0,1,5,3,,1.44363944977503,,1.44363944977503,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105743,2021,202105743,2020,8,11,W06000011,W06000011,W02000169,Swansea 002,uniform_random_within_la,20260623,2,36.0,observed_exact_age,,1,2,,1,0,,,,,1,1,,,3,2,1,1,5,3,,1.53118580529929,,1.53118580529929,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105744,2021,202105744,2020,8,11,W06000011,W06000011,W02000196,Swansea 029,uniform_random_within_la,20260623,1,79.0,observed_exact_age,,3,5,,2,1,,,,,4,3,,,1,1,0,1,5,4,,0.478325048713519,,0.478325048713519,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105745,2021,202105745,2020,8,11,W06000011,W06000011,W02000170,Swansea 003,uniform_random_within_la,20260623,2,23.0,observed_exact_age,,1,1,,1,0,,,,,2,2,,,2,1,1,1,5,3,,2.63708807494504,,2.63708807494504,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105746,2021,202105746,2020,8,11,W06000011,W06000011,W02000185,Swansea 018,uniform_random_within_la,20260623,2,30.0,observed_exact_age,,1,2,,1,0,,,,,1,1,,,3,2,1,1,5,3,,1.95746812333986,,1.95746812333986,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105747,2021,202105747,2020,8,11,W06000011,W06000011,W02000169,Swansea 002,uniform_random_within_la,20260623,2,77.0,observed_exact_age,,3,5,,2,1,,,,,1,1,,,2,2,0,1,5,4,,1.32723254382979,,1.32723254382979,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105748,2021,202105748,2020,8,11,W06000011,W06000011,W02000195,Swansea 028,uniform_random_within_la,20260623,2,74.0,observed_exact_age,,3,4,,2,1,,,,,2,2,,,1,1,0,1,5,4,,0.603403518680652,,0.603403518680652,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105749,2021,202105749,2020,8,11,W06000011,W06000011,W02000196,Swansea 029,uniform_random_within_la,20260623,2,54.0,observed_exact_age,,2,3,,1,0,,,,,1,1,,,3,3,0,1,5,1,,0.448774492807829,,0.448774492807829,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105750,2021,202105750,2020,8,11,W06000011,W06000011,W02000177,Swansea 010,uniform_random_within_la,20260623,1,73.0,observed_exact_age,,3,4,,2,1,,,,,1,1,,,2,2,0,1,5,2,,0.892575228149679,,0.892575228149679,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105751,2021,202105751,2020,8,11,W06000011,W06000011,W02000174,Swansea 007,uniform_random_within_la,20260623,2,59.0,observed_exact_age,,2,3,,1,0,,,,,1,1,,,1,1,0,1,5,1,,0.441255790503456,,0.441255790503456,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105752,2021,202105752,2020,8,11,W06000011,W06000011,W02000191,Swansea 024,uniform_random_within_la,20260623,2,69.0,observed_exact_age,,3,4,,2,1,,,,,3,2,,,1,1,0,1,5,1,,0.483574377208698,,0.483574377208698,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105753,2021,202105753,2020,8,11,W06000011,W06000011,W02000177,Swansea 010,uniform_random_within_la,20260623,1,51.0,observed_exact_age,,2,3,,1,0,,,,,1,1,,,1,1,0,1,5,3,,0.870841176477309,,0.870841176477309,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105754,2021,202105754,2020,8,11,W06000011,W06000011,W02000184,Swansea 017,uniform_random_within_la,20260623,1,46.0,observed_exact_age,,2,3,,1,0,,,,,4,3,,,1,1,0,1,5,3,,0.989241090888197,,0.989241090888197,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105755,2021,202105755,2020,8,11,W06000011,W06000011,W02000176,Swansea 009,uniform_random_within_la,20260623,2,26.0,observed_exact_age,,1,2,,1,0,,,,,2,2,,,5,1,4,1,5,1,,1.86476612110025,,1.86476612110025,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105756,2021,202105756,2020,8,11,W06000011,W06000011,W02000173,Swansea 006,uniform_random_within_la,20260623,1,25.0,observed_exact_age,,1,2,,1,0,,,,,3,2,,,7,5,2,1,5,2,,7.23623106034815,,7.23623106034815,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105757,2021,202105757,2020,8,11,W06000011,W06000011,W02000195,Swansea 028,uniform_random_within_la,20260623,1,24.0,observed_exact_age,,1,1,,1,0,,,,,2,2,,,4,4,0,1,5,1,,7.23623106034815,,7.23623106034815,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105758,2021,202105758,2020,8,11,W06000011,W06000011,W02000179,Swansea 012,uniform_random_within_la,20260623,1,77.0,observed_exact_age,,3,5,,2,1,,,,,1,1,,,2,2,0,1,5,5,,0.956650097427038,,0.956650097427038,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105759,2021,202105759,2020,8,11,W06000011,W06000011,W02000186,Swansea 019,uniform_random_within_la,20260623,1,50.0,observed_exact_age,,2,3,,1,0,,,,,2,2,,,5,3,2,1,5,1,,1.74168235295462,,1.74168235295462,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105760,2021,202105760,2020,8,11,W06000011,W06000011,W02000169,Swansea 002,uniform_random_within_la,20260623,2,68.0,observed_exact_age,,3,4,,2,1,,,,,1,1,,,2,2,0,1,5,1,,0.483574377208698,,0.483574377208698,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105761,2021,202105761,2020,8,11,W06000011,W06000011,W02000178,Swansea 011,uniform_random_within_la,20260623,1,79.0,observed_exact_age,,3,5,,2,1,,,,,1,1,,,2,2,0,1,5,1,,0.956650097427038,,0.956650097427038,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105762,2021,202105762,2020,8,11,W06000011,W06000011,W02000188,Swansea 021,uniform_random_within_la,20260623,1,66.0,observed_exact_age,,3,4,,2,1,,,,,1,1,,,3,3,0,1,5,1,,0.848934638974904,,0.848934638974904,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105763,2021,202105763,2020,8,11,W06000011,W06000011,W02000172,Swansea 005,uniform_random_within_la,20260623,1,68.0,observed_exact_age,,3,4,,2,1,,,,,2,2,,,1,1,0,1,5,1,,0.355492166096674,,0.355492166096674,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105764,2021,202105764,2020,8,11,W06000011,W06000011,W02000428,Swansea 032,uniform_random_within_la,20260623,2,18.0,observed_exact_age,,1,1,,1,0,,,,,2,2,,,3,3,0,1,5,1,,3.1907709048617,,3.1907709048617,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105765,2021,202105765,2020,8,11,W06000011,W06000011,W02000169,Swansea 002,uniform_random_within_la,20260623,1,58.0,observed_exact_age,,2,3,,1,0,,,,,1,1,,,2,2,0,1,5,4,,1.16069457308546,,1.16069457308546,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105766,2021,202105766,2020,8,11,W06000011,W06000011,W02000181,Swansea 014,uniform_random_within_la,20260623,2,59.0,observed_exact_age,,2,3,,1,0,,,,,2,2,,,1,1,0,1,5,1,,0.441255790503456,,0.441255790503456,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105767,2021,202105767,2020,8,11,W06000011,W06000011,W02000188,Swansea 021,uniform_random_within_la,20260623,2,44.0,observed_exact_age,,1,2,,1,0,,,,,3,2,,,3,2,1,1,5,1,,1.22628800883336,,1.22628800883336,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105768,2021,202105768,2020,8,11,W06000011,W06000011,W02000192,Swansea 025,uniform_random_within_la,20260623,2,27.0,observed_exact_age,,1,2,,1,0,,,,,4,3,,,6,3,3,1,5,1,,5.59429836330075,,5.59429836330075,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105769,2021,202105769,2020,8,11,W06000011,W06000011,W02000186,Swansea 019,uniform_random_within_la,20260623,1,47.0,observed_exact_age,,2,3,,1,0,,,,,2,2,,,2,1,1,1,5,1,,0.989241090888197,,0.989241090888197,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105770,2021,202105770,2020,8,11,W06000011,W06000011,W02000198,Swansea 031,uniform_random_within_la,20260623,1,67.0,observed_exact_age,,3,4,,2,1,,,,,3,2,,,2,2,0,1,5,1,,0.848934638974904,,0.848934638974904,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105771,2021,202105771,2020,8,11,W06000011,W06000011,W02000183,Swansea 016,uniform_random_within_la,20260623,1,58.0,observed_exact_age,,2,3,,1,0,,,,,4,3,,,1,1,0,1,5,1,,0.580347286542732,,0.580347286542732,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105772,2021,202105772,2020,8,11,W06000011,W06000011,W02000169,Swansea 002,uniform_random_within_la,20260623,2,17.0,observed_exact_age,,1,1,,1,0,,,,,2,2,,,5,3,2,1,5,1,,4.78615635729255,,4.78615635729255,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105773,2021,202105773,2020,8,11,W06000011,W06000011,W02000181,Swansea 014,uniform_random_within_la,20260623,2,43.0,observed_exact_age,,1,2,,1,0,,,,,2,2,,,3,1,2,1,5,1,,0.613144004416679,,0.613144004416679,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105774,2021,202105774,2020,8,11,W06000011,W06000011,W02000192,Swansea 025,uniform_random_within_la,20260623,2,92.0,observed_exact_age,,3,5,,2,1,,,,,2,2,,,1,1,0,1,5,1,,0.663616271914897,,0.663616271914897,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105775,2021,202105775,2020,8,11,W06000011,W06000011,W02000178,Swansea 011,uniform_random_within_la,20260623,2,37.0,observed_exact_age,,1,2,,1,0,,,,,2,2,,,6,2,4,1,5,1,,1.44363944977503,,1.44363944977503,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105776,2021,202105776,2020,8,11,W06000011,W06000011,W02000192,Swansea 025,uniform_random_within_la,20260623,1,43.0,observed_exact_age,,1,2,,1,0,,,,,1,1,,,1,1,0,1,5,5,,0.964271003996154,,0.964271003996154,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105777,2021,202105777,2020,8,11,W06000011,W06000011,W02000188,Swansea 021,uniform_random_within_la,20260623,2,52.0,observed_exact_age,,2,3,,1,0,,,,,3,2,,,1,1,0,1,5,4,,0.897548985615658,,0.897548985615658,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105778,2021,202105778,2020,8,11,W06000011,W06000011,W02000195,Swansea 028,uniform_random_within_la,20260623,1,66.0,observed_exact_age,,3,4,,2,1,,,,,3,2,,,2,2,0,1,5,3,,0.848934638974904,,0.848934638974904,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105779,2021,202105779,2020,8,11,W06000011,W06000011,W02000173,Swansea 006,uniform_random_within_la,20260623,2,40.0,observed_exact_age,,1,2,,1,0,,,,,1,1,,,3,1,2,1,5,2,,0.588010264750714,,0.588010264750714,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105780,2021,202105780,2020,8,11,W06000011,W06000011,W02000194,Swansea 027,uniform_random_within_la,20260623,2,29.0,observed_exact_age,,1,2,,1,0,,,,,1,1,,,3,2,1,1,5,3,,3.7295322422005,,3.7295322422005,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105781,2021,202105781,2020,8,11,W06000011,W06000011,W02000177,Swansea 010,uniform_random_within_la,20260623,2,43.0,observed_exact_age,,1,2,,1,0,,,,,1,1,,,1,1,0,1,5,2,,0.613144004416679,,0.613144004416679,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105782,2021,202105782,2020,8,11,W06000011,W06000011,W02000192,Swansea 025,uniform_random_within_la,20260623,2,46.0,observed_exact_age,,2,3,,1,0,,,,,1,1,,,4,4,0,1,5,3,,2.3985690675611,,2.3985690675611,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105783,2021,202105783,2020,8,11,W06000011,W06000011,W02000170,Swansea 003,uniform_random_within_la,20260623,2,84.0,observed_exact_age,,3,5,,2,1,,,,,1,1,,,1,1,0,1,5,2,,0.663616271914897,,0.663616271914897,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105784,2021,202105784,2020,8,11,W06000011,W06000011,W02000170,Swansea 003,uniform_random_within_la,20260623,1,74.0,observed_exact_age,,3,4,,2,1,,,,,1,1,,,3,3,0,1,5,2,,0.892575228149679,,0.892575228149679,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105785,2021,202105785,2020,8,11,W06000011,W06000011,W02000169,Swansea 002,uniform_random_within_la,20260623,2,59.0,observed_exact_age,,2,3,,1,0,,,,,4,3,,,1,1,0,1,5,2,,0.462734306133294,,0.462734306133294,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105786,2021,202105786,2020,8,11,W06000011,W06000011,W02000175,Swansea 008,uniform_random_within_la,20260623,1,70.0,observed_exact_age,,3,4,,2,1,,,,,2,2,,,1,1,0,1,5,2,,0.499545123034611,,0.499545123034611,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105787,2021,202105787,2020,8,11,W06000011,W06000011,W02000168,Swansea 001,uniform_random_within_la,20260623,2,79.0,observed_exact_age,,3,5,,2,1,,,,,1,1,,,2,2,0,1,5,5,,1.32723254382979,,1.32723254382979,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105788,2021,202105788,2020,8,11,W06000011,W06000011,W02000171,Swansea 004,uniform_random_within_la,20260623,2,58.0,observed_exact_age,,2,3,,1,0,,,,,1,1,,,2,2,0,1,5,5,,0.882511581006913,,0.882511581006913,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105789,2021,202105789,2020,8,11,W06000011,W06000011,W02000193,Swansea 026,uniform_random_within_la,20260623,2,72.0,observed_exact_age,,3,4,,2,1,,,,,1,1,,,2,2,0,1,5,5,,1.77135896255645,,1.77135896255645,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105790,2021,202105790,2020,8,11,W06000011,W06000011,W02000168,Swansea 001,uniform_random_within_la,20260623,2,68.0,observed_exact_age,,3,4,,2,1,,,,,1,1,,,2,2,0,1,5,5,,0.967148754417396,,0.967148754417396,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105791,2021,202105791,2020,8,11,W06000011,W06000011,W02000171,Swansea 004,uniform_random_within_la,20260623,2,68.0,observed_exact_age,,3,4,,2,1,,,,,1,1,,,5,2,3,1,5,2,,0.967148754417396,,0.967148754417396,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105792,2021,202105792,2020,8,11,W06000011,W06000011,W02000171,Swansea 004,uniform_random_within_la,20260623,2,50.0,observed_exact_age,,2,3,,1,0,,,,,2,2,,,1,1,0,1,5,2,,0.536768183760804,,0.536768183760804,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105793,2021,202105793,2020,8,11,W06000011,W06000011,W02000181,Swansea 014,uniform_random_within_la,20260623,2,47.0,observed_exact_age,,2,3,,1,0,,,,,3,2,,,4,1,3,1,5,2,,0.599642266890275,,0.599642266890275,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105794,2021,202105794,2020,8,11,W06000011,W06000011,W02000175,Swansea 008,uniform_random_within_la,20260623,2,33.0,observed_exact_age,,1,2,,1,0,,,,,1,1,,,2,2,0,1,5,2,,1.53118580529929,,1.53118580529929,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105795,2021,202105795,2020,8,11,W06000011,W06000011,W02000191,Swansea 024,uniform_random_within_la,20260623,1,67.0,observed_exact_age,,3,4,,2,1,,,,,1,1,,,2,2,0,1,5,5,,0.848934638974904,,0.848934638974904,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105796,2021,202105796,2020,8,11,W06000011,W06000011,W02000180,Swansea 013,uniform_random_within_la,20260623,2,60.0,observed_exact_age,,2,3,,1,0,,,,,1,1,,,2,2,0,1,5,5,,0.877056802422211,,0.877056802422211,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105797,2021,202105797,2020,8,11,W06000011,W06000011,W02000172,Swansea 005,uniform_random_within_la,20260623,2,34.0,observed_exact_age,,1,2,,1,0,,,,,1,1,,,3,2,1,2,7,5,,1.53118580529929,,1.53118580529929,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105798,2021,202105798,2020,8,11,W06000011,W06000011,W02000186,Swansea 019,uniform_random_within_la,20260623,2,81.0,observed_exact_age,,3,5,,2,1,,,,,1,1,,,1,1,0,2,7,5,,1.32723254382979,,1.32723254382979,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105799,2021,202105799,2020,8,11,W06000011,W06000011,W02000183,Swansea 016,uniform_random_within_la,20260623,1,77.0,observed_exact_age,,3,5,,2,1,,,,,1,1,,,1,1,0,2,7,5,,0.478325048713519,,0.478325048713519,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105800,2021,202105800,2020,8,11,W06000011,W06000011,W02000177,Swansea 010,uniform_random_within_la,20260623,2,73.0,observed_exact_age,,3,4,,2,1,,,,,1,1,,,2,2,0,2,8,5,,1.2068070373613,,1.2068070373613,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
202105801,2021,202105801,2020,8,11,W06000011,W06000011,W02000185,Swansea 018,uniform_random_within_la,20260623,1,86.0,observed_exact_age,,3,5,,2,1,,,,,1,1,,,1,1,0,2,7,5,,0.478325048713519,,0.478325048713519,sample_adult_weight_wave_fallback,,missing_or_out_of_scope
