area_id,time_id,msoa_name,age_band,sex,car_access,pop_count
W02000024,2025,Gwynedd 015,16_24,1,0,17
W02000024,2025,Gwynedd 015,16_24,1,1,224
W02000024,2025,Gwynedd 015,25_34,1,0,28
W02000024,2025,Gwynedd 015,25_34,1,1,269
W02000024,2025,Gwynedd 015,35_49,1,0,35
W02000024,2025,Gwynedd 015,35_49,1,1,442
W02000024,2025,Gwynedd 015,50_64,1,0,37
W02000024,2025,Gwynedd 015,50_64,1,1,641
W02000024,2025,Gwynedd 015,65_plus,1,0,59
W02000024,2025,Gwynedd 015,65_plus,1,1,587
W02000024,2025,Gwynedd 015,16_24,2,0,19
W02000024,2025,Gwynedd 015,16_24,2,1,189
W02000024,2025,Gwynedd 015,25_34,2,0,19
W02000024,2025,Gwynedd 015,25_34,2,1,252
W02000024,2025,Gwynedd 015,35_49,2,0,25
W02000024,2025,Gwynedd 015,35_49,2,1,472
W02000024,2025,Gwynedd 015,50_64,2,0,52
W02000024,2025,Gwynedd 015,50_64,2,1,640
W02000024,2025,Gwynedd 015,65_plus,2,0,161
W02000024,2025,Gwynedd 015,65_plus,2,1,534
W02000025,2021,Gwynedd 016,16_24,1,0,51
W02000025,2021,Gwynedd 016,16_24,1,1,218
W02000025,2021,Gwynedd 016,25_34,1,0,44
W02000025,2021,Gwynedd 016,25_34,1,1,244
W02000025,2021,Gwynedd 016,35_49,1,0,64
W02000025,2021,Gwynedd 016,35_49,1,1,382
W02000025,2021,Gwynedd 016,50_64,1,0,77
W02000025,2021,Gwynedd 016,50_64,1,1,618
W02000025,2021,Gwynedd 016,65_plus,1,0,93
W02000025,2021,Gwynedd 016,65_plus,1,1,687
W02000025,2021,Gwynedd 016,16_24,2,0,41
W02000025,2021,Gwynedd 016,16_24,2,1,211
W02000025,2021,Gwynedd 016,25_34,2,0,55
W02000025,2021,Gwynedd 016,25_34,2,1,221
W02000025,2021,Gwynedd 016,35_49,2,0,72
W02000025,2021,Gwynedd 016,35_49,2,1,423
W02000025,2021,Gwynedd 016,50_64,2,0,79
W02000025,2021,Gwynedd 016,50_64,2,1,651
W02000025,2021,Gwynedd 016,65_plus,2,0,203
W02000025,2021,Gwynedd 016,65_plus,2,1,649
W02000025,2023,Gwynedd 016,16_24,1,0,51
W02000025,2023,Gwynedd 016,16_24,1,1,218
W02000025,2023,Gwynedd 016,25_34,1,0,44
W02000025,2023,Gwynedd 016,25_34,1,1,244
W02000025,2023,Gwynedd 016,35_49,1,0,64
W02000025,2023,Gwynedd 016,35_49,1,1,382
W02000025,2023,Gwynedd 016,50_64,1,0,77
W02000025,2023,Gwynedd 016,50_64,1,1,618
W02000025,2023,Gwynedd 016,65_plus,1,0,93
W02000025,2023,Gwynedd 016,65_plus,1,1,687
W02000025,2023,Gwynedd 016,16_24,2,0,41
W02000025,2023,Gwynedd 016,16_24,2,1,211
W02000025,2023,Gwynedd 016,25_34,2,0,55
W02000025,2023,Gwynedd 016,25_34,2,1,221
W02000025,2023,Gwynedd 016,35_49,2,0,72
W02000025,2023,Gwynedd 016,35_49,2,1,423
W02000025,2023,Gwynedd 016,50_64,2,0,79
W02000025,2023,Gwynedd 016,50_64,2,1,651
W02000025,2023,Gwynedd 016,65_plus,2,0,203
W02000025,2023,Gwynedd 016,65_plus,2,1,649
W02000025,2025,Gwynedd 016,16_24,1,0,51
W02000025,2025,Gwynedd 016,16_24,1,1,218
W02000025,2025,Gwynedd 016,25_34,1,0,44
W02000025,2025,Gwynedd 016,25_34,1,1,244
W02000025,2025,Gwynedd 016,35_49,1,0,64
W02000025,2025,Gwynedd 016,35_49,1,1,382
W02000025,2025,Gwynedd 016,50_64,1,0,77
W02000025,2025,Gwynedd 016,50_64,1,1,618
W02000025,2025,Gwynedd 016,65_plus,1,0,93
W02000025,2025,Gwynedd 016,65_plus,1,1,687
W02000025,2025,Gwynedd 016,16_24,2,0,41
W02000025,2025,Gwynedd 016,16_24,2,1,211
W02000025,2025,Gwynedd 016,25_34,2,0,55
W02000025,2025,Gwynedd 016,25_34,2,1,221
W02000025,2025,Gwynedd 016,35_49,2,0,72
W02000025,2025,Gwynedd 016,35_49,2,1,423
W02000025,2025,Gwynedd 016,50_64,2,0,79
W02000025,2025,Gwynedd 016,50_64,2,1,651
W02000025,2025,Gwynedd 016,65_plus,2,0,203
W02000025,2025,Gwynedd 016,65_plus,2,1,649
W02000026,2021,Gwynedd 017,16_24,1,0,29
W02000026,2021,Gwynedd 017,16_24,1,1,238
W02000026,2021,Gwynedd 017,25_34,1,0,34
W02000026,2021,Gwynedd 017,25_34,1,1,245
W02000026,2021,Gwynedd 017,35_49,1,0,41
W02000026,2021,Gwynedd 017,35_49,1,1,422
W02000026,2021,Gwynedd 017,50_64,1,0,76
W02000026,2021,Gwynedd 017,50_64,1,1,751
W02000026,2021,Gwynedd 017,65_plus,1,0,121
W02000026,2021,Gwynedd 017,65_plus,1,1,982
W02000026,2021,Gwynedd 017,16_24,2,0,16
W02000026,2021,Gwynedd 017,16_24,2,1,178
W02000026,2021,Gwynedd 017,25_34,2,0,39
W02000026,2021,Gwynedd 017,25_34,2,1,235
W02000026,2021,Gwynedd 017,35_49,2,0,34
W02000026,2021,Gwynedd 017,35_49,2,1,434
W02000026,2021,Gwynedd 017,50_64,2,0,72
W02000026,2021,Gwynedd 017,50_64,2,1,794
W02000026,2021,Gwynedd 017,65_plus,2,0,291
W02000026,2021,Gwynedd 017,65_plus,2,1,979
W02000026,2023,Gwynedd 017,16_24,1,0,29
W02000026,2023,Gwynedd 017,16_24,1,1,238
W02000026,2023,Gwynedd 017,25_34,1,0,34
W02000026,2023,Gwynedd 017,25_34,1,1,245
W02000026,2023,Gwynedd 017,35_49,1,0,41
W02000026,2023,Gwynedd 017,35_49,1,1,422
W02000026,2023,Gwynedd 017,50_64,1,0,76
W02000026,2023,Gwynedd 017,50_64,1,1,751
W02000026,2023,Gwynedd 017,65_plus,1,0,121
W02000026,2023,Gwynedd 017,65_plus,1,1,982
W02000026,2023,Gwynedd 017,16_24,2,0,16
W02000026,2023,Gwynedd 017,16_24,2,1,178
W02000026,2023,Gwynedd 017,25_34,2,0,39
W02000026,2023,Gwynedd 017,25_34,2,1,235
W02000026,2023,Gwynedd 017,35_49,2,0,34
W02000026,2023,Gwynedd 017,35_49,2,1,434
W02000026,2023,Gwynedd 017,50_64,2,0,72
W02000026,2023,Gwynedd 017,50_64,2,1,794
W02000026,2023,Gwynedd 017,65_plus,2,0,291
W02000026,2023,Gwynedd 017,65_plus,2,1,979
W02000026,2025,Gwynedd 017,16_24,1,0,29
W02000026,2025,Gwynedd 017,16_24,1,1,238
W02000026,2025,Gwynedd 017,25_34,1,0,34
W02000026,2025,Gwynedd 017,25_34,1,1,245
W02000026,2025,Gwynedd 017,35_49,1,0,41
W02000026,2025,Gwynedd 017,35_49,1,1,422
W02000026,2025,Gwynedd 017,50_64,1,0,76
W02000026,2025,Gwynedd 017,50_64,1,1,751
W02000026,2025,Gwynedd 017,65_plus,1,0,121
W02000026,2025,Gwynedd 017,65_plus,1,1,982
W02000026,2025,Gwynedd 017,16_24,2,0,16
W02000026,2025,Gwynedd 017,16_24,2,1,178
W02000026,2025,Gwynedd 017,25_34,2,0,39
W02000026,2025,Gwynedd 017,25_34,2,1,235
W02000026,2025,Gwynedd 017,35_49,2,0,34
W02000026,2025,Gwynedd 017,35_49,2,1,434
W02000026,2025,Gwynedd 017,50_64,2,0,72
W02000026,2025,Gwynedd 017,50_64,2,1,794
W02000026,2025,Gwynedd 017,65_plus,2,0,291
W02000026,2025,Gwynedd 017,65_plus,2,1,979
W02000027,2021,Conwy 001,16_24,1,0,97
W02000027,2021,Conwy 001,16_24,1,1,281
W02000027,2021,Conwy 001,25_34,1,0,115
W02000027,2021,Conwy 001,25_34,1,1,312
W02000027,2021,Conwy 001,35_49,1,0,165
W02000027,2021,Conwy 001,35_49,1,1,499
W02000027,2021,Conwy 001,50_64,1,0,197
W02000027,2021,Conwy 001,50_64,1,1,744
W02000027,2021,Conwy 001,65_plus,1,0,269
W02000027,2021,Conwy 001,65_plus,1,1,754
W02000027,2021,Conwy 001,16_24,2,0,76
W02000027,2021,Conwy 001,16_24,2,1,239
W02000027,2021,Conwy 001,25_34,2,0,118
W02000027,2021,Conwy 001,25_34,2,1,304
W02000027,2021,Conwy 001,35_49,2,0,154
W02000027,2021,Conwy 001,35_49,2,1,486
W02000027,2021,Conwy 001,50_64,2,0,229
W02000027,2021,Conwy 001,50_64,2,1,687
W02000027,2021,Conwy 001,65_plus,2,0,529
W02000027,2021,Conwy 001,65_plus,2,1,761
W02000027,2023,Conwy 001,16_24,1,0,97
W02000027,2023,Conwy 001,16_24,1,1,281
W02000027,2023,Conwy 001,25_34,1,0,115
W02000027,2023,Conwy 001,25_34,1,1,312
W02000027,2023,Conwy 001,35_49,1,0,165
W02000027,2023,Conwy 001,35_49,1,1,499
W02000027,2023,Conwy 001,50_64,1,0,197
W02000027,2023,Conwy 001,50_64,1,1,744
W02000027,2023,Conwy 001,65_plus,1,0,269
W02000027,2023,Conwy 001,65_plus,1,1,754
W02000027,2023,Conwy 001,16_24,2,0,76
W02000027,2023,Conwy 001,16_24,2,1,239
W02000027,2023,Conwy 001,25_34,2,0,118
W02000027,2023,Conwy 001,25_34,2,1,304
W02000027,2023,Conwy 001,35_49,2,0,154
W02000027,2023,Conwy 001,35_49,2,1,486
W02000027,2023,Conwy 001,50_64,2,0,229
W02000027,2023,Conwy 001,50_64,2,1,687
W02000027,2023,Conwy 001,65_plus,2,0,529
W02000027,2023,Conwy 001,65_plus,2,1,761
W02000027,2025,Conwy 001,16_24,1,0,97
W02000027,2025,Conwy 001,16_24,1,1,281
W02000027,2025,Conwy 001,25_34,1,0,115
W02000027,2025,Conwy 001,25_34,1,1,312
W02000027,2025,Conwy 001,35_49,1,0,165
W02000027,2025,Conwy 001,35_49,1,1,499
W02000027,2025,Conwy 001,50_64,1,0,197
W02000027,2025,Conwy 001,50_64,1,1,744
W02000027,2025,Conwy 001,65_plus,1,0,269
W02000027,2025,Conwy 001,65_plus,1,1,754
W02000027,2025,Conwy 001,16_24,2,0,76
W02000027,2025,Conwy 001,16_24,2,1,239
W02000027,2025,Conwy 001,25_34,2,0,118
W02000027,2025,Conwy 001,25_34,2,1,304
W02000027,2025,Conwy 001,35_49,2,0,154
W02000027,2025,Conwy 001,35_49,2,1,486
W02000027,2025,Conwy 001,50_64,2,0,229
W02000027,2025,Conwy 001,50_64,2,1,687
W02000027,2025,Conwy 001,65_plus,2,0,529
W02000027,2025,Conwy 001,65_plus,2,1,761
W02000028,2021,Conwy 002,16_24,1,0,57
W02000028,2021,Conwy 002,16_24,1,1,256
W02000028,2021,Conwy 002,25_34,1,0,62
W02000028,2021,Conwy 002,25_34,1,1,228
W02000028,2021,Conwy 002,35_49,1,0,81
W02000028,2021,Conwy 002,35_49,1,1,373
W02000028,2021,Conwy 002,50_64,1,0,86
W02000028,2021,Conwy 002,50_64,1,1,582
W02000028,2021,Conwy 002,65_plus,1,0,128
W02000028,2021,Conwy 002,65_plus,1,1,679
W02000028,2021,Conwy 002,16_24,2,0,62
W02000028,2021,Conwy 002,16_24,2,1,232
W02000028,2021,Conwy 002,25_34,2,0,77
W02000028,2021,Conwy 002,25_34,2,1,246
W02000028,2021,Conwy 002,35_49,2,0,103
W02000028,2021,Conwy 002,35_49,2,1,449
W02000028,2021,Conwy 002,50_64,2,0,132
W02000028,2021,Conwy 002,50_64,2,1,656
W02000028,2021,Conwy 002,65_plus,2,0,277
W02000028,2021,Conwy 002,65_plus,2,1,709
W02000028,2023,Conwy 002,16_24,1,0,57
W02000028,2023,Conwy 002,16_24,1,1,256
W02000028,2023,Conwy 002,25_34,1,0,62
W02000028,2023,Conwy 002,25_34,1,1,228
W02000028,2023,Conwy 002,35_49,1,0,81
W02000028,2023,Conwy 002,35_49,1,1,373
W02000028,2023,Conwy 002,50_64,1,0,86
W02000028,2023,Conwy 002,50_64,1,1,582
W02000028,2023,Conwy 002,65_plus,1,0,128
W02000028,2023,Conwy 002,65_plus,1,1,679
W02000028,2023,Conwy 002,16_24,2,0,62
W02000028,2023,Conwy 002,16_24,2,1,232
W02000028,2023,Conwy 002,25_34,2,0,77
W02000028,2023,Conwy 002,25_34,2,1,246
W02000028,2023,Conwy 002,35_49,2,0,103
W02000028,2023,Conwy 002,35_49,2,1,449
W02000028,2023,Conwy 002,50_64,2,0,132
W02000028,2023,Conwy 002,50_64,2,1,656
W02000028,2023,Conwy 002,65_plus,2,0,277
W02000028,2023,Conwy 002,65_plus,2,1,709
W02000028,2025,Conwy 002,16_24,1,0,57
W02000028,2025,Conwy 002,16_24,1,1,256
W02000028,2025,Conwy 002,25_34,1,0,62
W02000028,2025,Conwy 002,25_34,1,1,228
W02000028,2025,Conwy 002,35_49,1,0,81
W02000028,2025,Conwy 002,35_49,1,1,373
W02000028,2025,Conwy 002,50_64,1,0,86
W02000028,2025,Conwy 002,50_64,1,1,582
W02000028,2025,Conwy 002,65_plus,1,0,128
W02000028,2025,Conwy 002,65_plus,1,1,679
W02000028,2025,Conwy 002,16_24,2,0,62
W02000028,2025,Conwy 002,16_24,2,1,232
W02000028,2025,Conwy 002,25_34,2,0,77
W02000028,2025,Conwy 002,25_34,2,1,246
W02000028,2025,Conwy 002,35_49,2,0,103
W02000028,2025,Conwy 002,35_49,2,1,449
W02000028,2025,Conwy 002,50_64,2,0,132
W02000028,2025,Conwy 002,50_64,2,1,656
W02000028,2025,Conwy 002,65_plus,2,0,277
W02000028,2025,Conwy 002,65_plus,2,1,709
W02000029,2021,Conwy 003,16_24,1,0,10
W02000029,2021,Conwy 003,16_24,1,1,195
W02000029,2021,Conwy 003,25_34,1,0,7
W02000029,2021,Conwy 003,25_34,1,1,261
W02000029,2021,Conwy 003,35_49,1,0,10
W02000029,2021,Conwy 003,35_49,1,1,397
W02000029,2021,Conwy 003,50_64,1,0,23
W02000029,2021,Conwy 003,50_64,1,1,613
W02000029,2021,Conwy 003,65_plus,1,0,64
W02000029,2021,Conwy 003,65_plus,1,1,807
W02000029,2021,Conwy 003,16_24,2,0,0
W02000029,2021,Conwy 003,16_24,2,1,182
W02000029,2021,Conwy 003,25_34,2,0,10
W02000029,2021,Conwy 003,25_34,2,1,235
W02000029,2021,Conwy 003,35_49,2,0,11
W02000029,2021,Conwy 003,35_49,2,1,436
W02000029,2021,Conwy 003,50_64,2,0,27
W02000029,2021,Conwy 003,50_64,2,1,683
W02000029,2021,Conwy 003,65_plus,2,0,181
W02000029,2021,Conwy 003,65_plus,2,1,859
W02000029,2023,Conwy 003,16_24,1,0,10
W02000029,2023,Conwy 003,16_24,1,1,195
W02000029,2023,Conwy 003,25_34,1,0,7
W02000029,2023,Conwy 003,25_34,1,1,261
W02000029,2023,Conwy 003,35_49,1,0,10
W02000029,2023,Conwy 003,35_49,1,1,397
W02000029,2023,Conwy 003,50_64,1,0,23
W02000029,2023,Conwy 003,50_64,1,1,613
W02000029,2023,Conwy 003,65_plus,1,0,64
W02000029,2023,Conwy 003,65_plus,1,1,807
W02000029,2023,Conwy 003,16_24,2,0,0
W02000029,2023,Conwy 003,16_24,2,1,182
W02000029,2023,Conwy 003,25_34,2,0,10
W02000029,2023,Conwy 003,25_34,2,1,235
W02000029,2023,Conwy 003,35_49,2,0,11
W02000029,2023,Conwy 003,35_49,2,1,436
W02000029,2023,Conwy 003,50_64,2,0,27
W02000029,2023,Conwy 003,50_64,2,1,683
W02000029,2023,Conwy 003,65_plus,2,0,181
W02000029,2023,Conwy 003,65_plus,2,1,859
W02000029,2025,Conwy 003,16_24,1,0,10
W02000029,2025,Conwy 003,16_24,1,1,195
W02000029,2025,Conwy 003,25_34,1,0,7
W02000029,2025,Conwy 003,25_34,1,1,261
W02000029,2025,Conwy 003,35_49,1,0,10
W02000029,2025,Conwy 003,35_49,1,1,397
W02000029,2025,Conwy 003,50_64,1,0,23
W02000029,2025,Conwy 003,50_64,1,1,613
W02000029,2025,Conwy 003,65_plus,1,0,64
W02000029,2025,Conwy 003,65_plus,1,1,807
W02000029,2025,Conwy 003,16_24,2,0,0
W02000029,2025,Conwy 003,16_24,2,1,182
W02000029,2025,Conwy 003,25_34,2,0,10
W02000029,2025,Conwy 003,25_34,2,1,235
W02000029,2025,Conwy 003,35_49,2,0,11
W02000029,2025,Conwy 003,35_49,2,1,436
W02000029,2025,Conwy 003,50_64,2,0,27
W02000029,2025,Conwy 003,50_64,2,1,683
W02000029,2025,Conwy 003,65_plus,2,0,181
W02000029,2025,Conwy 003,65_plus,2,1,859
W02000030,2021,Conwy 004,16_24,1,0,19
W02000030,2021,Conwy 004,16_24,1,1,185
W02000030,2021,Conwy 004,25_34,1,0,21
W02000030,2021,Conwy 004,25_34,1,1,191
W02000030,2021,Conwy 004,35_49,1,0,39
W02000030,2021,Conwy 004,35_49,1,1,368
W02000030,2021,Conwy 004,50_64,1,0,60
W02000030,2021,Conwy 004,50_64,1,1,521
W02000030,2021,Conwy 004,65_plus,1,0,111
W02000030,2021,Conwy 004,65_plus,1,1,825
W02000030,2021,Conwy 004,16_24,2,0,23
W02000030,2021,Conwy 004,16_24,2,1,161
W02000030,2021,Conwy 004,25_34,2,0,35
W02000030,2021,Conwy 004,25_34,2,1,212
W02000030,2021,Conwy 004,35_49,2,0,48
W02000030,2021,Conwy 004,35_49,2,1,375
W02000030,2021,Conwy 004,50_64,2,0,85
W02000030,2021,Conwy 004,50_64,2,1,553
W02000030,2021,Conwy 004,65_plus,2,0,326
W02000030,2021,Conwy 004,65_plus,2,1,858
W02000030,2023,Conwy 004,16_24,1,0,19
W02000030,2023,Conwy 004,16_24,1,1,185
W02000030,2023,Conwy 004,25_34,1,0,21
W02000030,2023,Conwy 004,25_34,1,1,191
W02000030,2023,Conwy 004,35_49,1,0,39
W02000030,2023,Conwy 004,35_49,1,1,368
W02000030,2023,Conwy 004,50_64,1,0,60
W02000030,2023,Conwy 004,50_64,1,1,521
W02000030,2023,Conwy 004,65_plus,1,0,111
W02000030,2023,Conwy 004,65_plus,1,1,825
W02000030,2023,Conwy 004,16_24,2,0,23
W02000030,2023,Conwy 004,16_24,2,1,161
W02000030,2023,Conwy 004,25_34,2,0,35
W02000030,2023,Conwy 004,25_34,2,1,212
W02000030,2023,Conwy 004,35_49,2,0,48
W02000030,2023,Conwy 004,35_49,2,1,375
W02000030,2023,Conwy 004,50_64,2,0,85
W02000030,2023,Conwy 004,50_64,2,1,553
W02000030,2023,Conwy 004,65_plus,2,0,326
W02000030,2023,Conwy 004,65_plus,2,1,858
W02000030,2025,Conwy 004,16_24,1,0,19
W02000030,2025,Conwy 004,16_24,1,1,185
W02000030,2025,Conwy 004,25_34,1,0,21
W02000030,2025,Conwy 004,25_34,1,1,191
W02000030,2025,Conwy 004,35_49,1,0,39
W02000030,2025,Conwy 004,35_49,1,1,368
W02000030,2025,Conwy 004,50_64,1,0,60
W02000030,2025,Conwy 004,50_64,1,1,521
W02000030,2025,Conwy 004,65_plus,1,0,111
W02000030,2025,Conwy 004,65_plus,1,1,825
W02000030,2025,Conwy 004,16_24,2,0,23
W02000030,2025,Conwy 004,16_24,2,1,161
W02000030,2025,Conwy 004,25_34,2,0,35
W02000030,2025,Conwy 004,25_34,2,1,212
W02000030,2025,Conwy 004,35_49,2,0,48
W02000030,2025,Conwy 004,35_49,2,1,375
W02000030,2025,Conwy 004,50_64,2,0,85
W02000030,2025,Conwy 004,50_64,2,1,553
W02000030,2025,Conwy 004,65_plus,2,0,326
W02000030,2025,Conwy 004,65_plus,2,1,858
W02000031,2021,Conwy 005,16_24,1,0,30
W02000031,2021,Conwy 005,16_24,1,1,348
W02000031,2021,Conwy 005,25_34,1,0,37
W02000031,2021,Conwy 005,25_34,1,1,334
W02000031,2021,Conwy 005,35_49,1,0,30
W02000031,2021,Conwy 005,35_49,1,1,541
W02000031,2021,Conwy 005,50_64,1,0,63
W02000031,2021,Conwy 005,50_64,1,1,829
W02000031,2021,Conwy 005,65_plus,1,0,122
W02000031,2021,Conwy 005,65_plus,1,1,940
W02000031,2021,Conwy 005,16_24,2,0,34
W02000031,2021,Conwy 005,16_24,2,1,292
W02000031,2021,Conwy 005,25_34,2,0,52
W02000031,2021,Conwy 005,25_34,2,1,361
W02000031,2021,Conwy 005,35_49,2,0,63
W02000031,2021,Conwy 005,35_49,2,1,566
W02000031,2021,Conwy 005,50_64,2,0,88
W02000031,2021,Conwy 005,50_64,2,1,893
W02000031,2021,Conwy 005,65_plus,2,0,228
W02000031,2021,Conwy 005,65_plus,2,1,930
W02000031,2023,Conwy 005,16_24,1,0,30
W02000031,2023,Conwy 005,16_24,1,1,348
W02000031,2023,Conwy 005,25_34,1,0,37
W02000031,2023,Conwy 005,25_34,1,1,334
W02000031,2023,Conwy 005,35_49,1,0,30
W02000031,2023,Conwy 005,35_49,1,1,541
W02000031,2023,Conwy 005,50_64,1,0,63
W02000031,2023,Conwy 005,50_64,1,1,829
W02000031,2023,Conwy 005,65_plus,1,0,122
W02000031,2023,Conwy 005,65_plus,1,1,940
W02000031,2023,Conwy 005,16_24,2,0,34
W02000031,2023,Conwy 005,16_24,2,1,292
W02000031,2023,Conwy 005,25_34,2,0,52
W02000031,2023,Conwy 005,25_34,2,1,361
W02000031,2023,Conwy 005,35_49,2,0,63
W02000031,2023,Conwy 005,35_49,2,1,566
W02000031,2023,Conwy 005,50_64,2,0,88
W02000031,2023,Conwy 005,50_64,2,1,893
W02000031,2023,Conwy 005,65_plus,2,0,228
W02000031,2023,Conwy 005,65_plus,2,1,930
W02000031,2025,Conwy 005,16_24,1,0,30
W02000031,2025,Conwy 005,16_24,1,1,348
W02000031,2025,Conwy 005,25_34,1,0,37
W02000031,2025,Conwy 005,25_34,1,1,334
W02000031,2025,Conwy 005,35_49,1,0,30
W02000031,2025,Conwy 005,35_49,1,1,541
W02000031,2025,Conwy 005,50_64,1,0,63
W02000031,2025,Conwy 005,50_64,1,1,829
W02000031,2025,Conwy 005,65_plus,1,0,122
W02000031,2025,Conwy 005,65_plus,1,1,940
W02000031,2025,Conwy 005,16_24,2,0,34
W02000031,2025,Conwy 005,16_24,2,1,292
W02000031,2025,Conwy 005,25_34,2,0,52
W02000031,2025,Conwy 005,25_34,2,1,361
W02000031,2025,Conwy 005,35_49,2,0,63
W02000031,2025,Conwy 005,35_49,2,1,566
W02000031,2025,Conwy 005,50_64,2,0,88
W02000031,2025,Conwy 005,50_64,2,1,893
W02000031,2025,Conwy 005,65_plus,2,0,228
W02000031,2025,Conwy 005,65_plus,2,1,930
W02000032,2021,Conwy 006,16_24,1,0,22
W02000032,2021,Conwy 006,16_24,1,1,257
W02000032,2021,Conwy 006,25_34,1,0,35
W02000032,2021,Conwy 006,25_34,1,1,357
W02000032,2021,Conwy 006,35_49,1,0,34
W02000032,2021,Conwy 006,35_49,1,1,551
W02000032,2021,Conwy 006,50_64,1,0,43
W02000032,2021,Conwy 006,50_64,1,1,816
W02000032,2021,Conwy 006,65_plus,1,0,105
W02000032,2021,Conwy 006,65_plus,1,1,1045
W02000032,2021,Conwy 006,16_24,2,0,31
W02000032,2021,Conwy 006,16_24,2,1,266
W02000032,2021,Conwy 006,25_34,2,0,28
W02000032,2021,Conwy 006,25_34,2,1,387
W02000032,2021,Conwy 006,35_49,2,0,42
W02000032,2021,Conwy 006,35_49,2,1,639
W02000032,2021,Conwy 006,50_64,2,0,48
W02000032,2021,Conwy 006,50_64,2,1,924
W02000032,2021,Conwy 006,65_plus,2,0,257
W02000032,2021,Conwy 006,65_plus,2,1,1106
W02000032,2023,Conwy 006,16_24,1,0,22
W02000032,2023,Conwy 006,16_24,1,1,257
W02000032,2023,Conwy 006,25_34,1,0,35
W02000032,2023,Conwy 006,25_34,1,1,357
W02000032,2023,Conwy 006,35_49,1,0,34
W02000032,2023,Conwy 006,35_49,1,1,551
W02000032,2023,Conwy 006,50_64,1,0,43
W02000032,2023,Conwy 006,50_64,1,1,816
W02000032,2023,Conwy 006,65_plus,1,0,105
W02000032,2023,Conwy 006,65_plus,1,1,1045
W02000032,2023,Conwy 006,16_24,2,0,31
W02000032,2023,Conwy 006,16_24,2,1,266
W02000032,2023,Conwy 006,25_34,2,0,28
W02000032,2023,Conwy 006,25_34,2,1,387
W02000032,2023,Conwy 006,35_49,2,0,42
W02000032,2023,Conwy 006,35_49,2,1,639
W02000032,2023,Conwy 006,50_64,2,0,48
W02000032,2023,Conwy 006,50_64,2,1,924
W02000032,2023,Conwy 006,65_plus,2,0,257
W02000032,2023,Conwy 006,65_plus,2,1,1106
W02000032,2025,Conwy 006,16_24,1,0,22
W02000032,2025,Conwy 006,16_24,1,1,257
W02000032,2025,Conwy 006,25_34,1,0,35
W02000032,2025,Conwy 006,25_34,1,1,357
W02000032,2025,Conwy 006,35_49,1,0,34
W02000032,2025,Conwy 006,35_49,1,1,551
W02000032,2025,Conwy 006,50_64,1,0,43
W02000032,2025,Conwy 006,50_64,1,1,816
W02000032,2025,Conwy 006,65_plus,1,0,105
W02000032,2025,Conwy 006,65_plus,1,1,1045
W02000032,2025,Conwy 006,16_24,2,0,31
W02000032,2025,Conwy 006,16_24,2,1,266
W02000032,2025,Conwy 006,25_34,2,0,28
W02000032,2025,Conwy 006,25_34,2,1,387
W02000032,2025,Conwy 006,35_49,2,0,42
W02000032,2025,Conwy 006,35_49,2,1,639
W02000032,2025,Conwy 006,50_64,2,0,48
W02000032,2025,Conwy 006,50_64,2,1,924
W02000032,2025,Conwy 006,65_plus,2,0,257
W02000032,2025,Conwy 006,65_plus,2,1,1106
W02000033,2021,Conwy 007,16_24,1,0,66
W02000033,2021,Conwy 007,16_24,1,1,285
W02000033,2021,Conwy 007,25_34,1,0,120
W02000033,2021,Conwy 007,25_34,1,1,297
W02000033,2021,Conwy 007,35_49,1,0,128
W02000033,2021,Conwy 007,35_49,1,1,438
W02000033,2021,Conwy 007,50_64,1,0,139
W02000033,2021,Conwy 007,50_64,1,1,572
W02000033,2021,Conwy 007,65_plus,1,0,151
W02000033,2021,Conwy 007,65_plus,1,1,505
W02000033,2021,Conwy 007,16_24,2,0,91
W02000033,2021,Conwy 007,16_24,2,1,289
W02000033,2021,Conwy 007,25_34,2,0,130
W02000033,2021,Conwy 007,25_34,2,1,277
W02000033,2021,Conwy 007,35_49,2,0,102
W02000033,2021,Conwy 007,35_49,2,1,473
W02000033,2021,Conwy 007,50_64,2,0,131
W02000033,2021,Conwy 007,50_64,2,1,531
W02000033,2021,Conwy 007,65_plus,2,0,228
W02000033,2021,Conwy 007,65_plus,2,1,464
W02000033,2023,Conwy 007,16_24,1,0,66
W02000033,2023,Conwy 007,16_24,1,1,285
W02000033,2023,Conwy 007,25_34,1,0,120
W02000033,2023,Conwy 007,25_34,1,1,297
W02000033,2023,Conwy 007,35_49,1,0,128
W02000033,2023,Conwy 007,35_49,1,1,438
W02000033,2023,Conwy 007,50_64,1,0,139
W02000033,2023,Conwy 007,50_64,1,1,572
W02000033,2023,Conwy 007,65_plus,1,0,151
W02000033,2023,Conwy 007,65_plus,1,1,505
W02000033,2023,Conwy 007,16_24,2,0,91
W02000033,2023,Conwy 007,16_24,2,1,289
W02000033,2023,Conwy 007,25_34,2,0,130
W02000033,2023,Conwy 007,25_34,2,1,277
W02000033,2023,Conwy 007,35_49,2,0,102
W02000033,2023,Conwy 007,35_49,2,1,473
W02000033,2023,Conwy 007,50_64,2,0,131
W02000033,2023,Conwy 007,50_64,2,1,531
W02000033,2023,Conwy 007,65_plus,2,0,228
W02000033,2023,Conwy 007,65_plus,2,1,464
W02000033,2025,Conwy 007,16_24,1,0,66
W02000033,2025,Conwy 007,16_24,1,1,285
W02000033,2025,Conwy 007,25_34,1,0,120
