area_id,time_id,area_inla_id,time_inla_id,msoa_name
W02000240,2023,223,2,Vale of Glamorgan 004
W02000240,2025,223,3,Vale of Glamorgan 004
W02000241,2021,224,1,Vale of Glamorgan 005
W02000241,2023,224,2,Vale of Glamorgan 005
W02000241,2025,224,3,Vale of Glamorgan 005
W02000242,2021,225,1,Vale of Glamorgan 006
W02000242,2023,225,2,Vale of Glamorgan 006
W02000242,2025,225,3,Vale of Glamorgan 006
W02000243,2021,226,1,Vale of Glamorgan 007
W02000243,2023,226,2,Vale of Glamorgan 007
W02000243,2025,226,3,Vale of Glamorgan 007
W02000244,2021,227,1,Vale of Glamorgan 008
W02000244,2023,227,2,Vale of Glamorgan 008
W02000244,2025,227,3,Vale of Glamorgan 008
W02000245,2021,228,1,Vale of Glamorgan 009
W02000245,2023,228,2,Vale of Glamorgan 009
W02000245,2025,228,3,Vale of Glamorgan 009
W02000246,2021,229,1,Vale of Glamorgan 010
W02000246,2023,229,2,Vale of Glamorgan 010
W02000246,2025,229,3,Vale of Glamorgan 010
W02000247,2021,230,1,Vale of Glamorgan 011
W02000247,2023,230,2,Vale of Glamorgan 011
W02000247,2025,230,3,Vale of Glamorgan 011
W02000248,2021,231,1,Vale of Glamorgan 012
W02000248,2023,231,2,Vale of Glamorgan 012
W02000248,2025,231,3,Vale of Glamorgan 012
W02000249,2021,232,1,Vale of Glamorgan 013
W02000249,2023,232,2,Vale of Glamorgan 013
W02000249,2025,232,3,Vale of Glamorgan 013
W02000250,2021,233,1,Vale of Glamorgan 014
W02000250,2023,233,2,Vale of Glamorgan 014
W02000250,2025,233,3,Vale of Glamorgan 014
W02000251,2021,234,1,Vale of Glamorgan 015
W02000251,2023,234,2,Vale of Glamorgan 015
W02000251,2025,234,3,Vale of Glamorgan 015
W02000252,2021,235,1,Rhondda Cynon Taf 001
W02000252,2023,235,2,Rhondda Cynon Taf 001
W02000252,2025,235,3,Rhondda Cynon Taf 001
W02000253,2021,236,1,Rhondda Cynon Taf 002
W02000253,2023,236,2,Rhondda Cynon Taf 002
W02000253,2025,236,3,Rhondda Cynon Taf 002
W02000254,2021,237,1,Rhondda Cynon Taf 003
W02000254,2023,237,2,Rhondda Cynon Taf 003
W02000254,2025,237,3,Rhondda Cynon Taf 003
W02000255,2021,238,1,Rhondda Cynon Taf 004
W02000255,2023,238,2,Rhondda Cynon Taf 004
W02000255,2025,238,3,Rhondda Cynon Taf 004
W02000256,2021,239,1,Rhondda Cynon Taf 005
W02000256,2023,239,2,Rhondda Cynon Taf 005
W02000256,2025,239,3,Rhondda Cynon Taf 005
W02000257,2021,240,1,Rhondda Cynon Taf 006
W02000257,2023,240,2,Rhondda Cynon Taf 006
W02000257,2025,240,3,Rhondda Cynon Taf 006
W02000258,2021,241,1,Rhondda Cynon Taf 007
W02000258,2023,241,2,Rhondda Cynon Taf 007
W02000258,2025,241,3,Rhondda Cynon Taf 007
W02000259,2021,242,1,Rhondda Cynon Taf 008
W02000259,2023,242,2,Rhondda Cynon Taf 008
W02000259,2025,242,3,Rhondda Cynon Taf 008
W02000260,2021,243,1,Rhondda Cynon Taf 009
W02000260,2023,243,2,Rhondda Cynon Taf 009
W02000260,2025,243,3,Rhondda Cynon Taf 009
W02000261,2021,244,1,Rhondda Cynon Taf 010
W02000261,2023,244,2,Rhondda Cynon Taf 010
W02000261,2025,244,3,Rhondda Cynon Taf 010
W02000262,2021,245,1,Rhondda Cynon Taf 011
W02000262,2023,245,2,Rhondda Cynon Taf 011
W02000262,2025,245,3,Rhondda Cynon Taf 011
W02000263,2021,246,1,Rhondda Cynon Taf 012
W02000263,2023,246,2,Rhondda Cynon Taf 012
W02000263,2025,246,3,Rhondda Cynon Taf 012
W02000264,2021,247,1,Rhondda Cynon Taf 013
W02000264,2023,247,2,Rhondda Cynon Taf 013
W02000264,2025,247,3,Rhondda Cynon Taf 013
W02000265,2021,248,1,Rhondda Cynon Taf 014
W02000265,2023,248,2,Rhondda Cynon Taf 014
W02000265,2025,248,3,Rhondda Cynon Taf 014
W02000266,2021,249,1,Rhondda Cynon Taf 015
W02000266,2023,249,2,Rhondda Cynon Taf 015
W02000266,2025,249,3,Rhondda Cynon Taf 015
W02000267,2021,250,1,Rhondda Cynon Taf 016
W02000267,2023,250,2,Rhondda Cynon Taf 016
W02000267,2025,250,3,Rhondda Cynon Taf 016
W02000268,2021,251,1,Rhondda Cynon Taf 017
W02000268,2023,251,2,Rhondda Cynon Taf 017
W02000268,2025,251,3,Rhondda Cynon Taf 017
W02000269,2021,252,1,Rhondda Cynon Taf 018
W02000269,2023,252,2,Rhondda Cynon Taf 018
W02000269,2025,252,3,Rhondda Cynon Taf 018
W02000270,2021,253,1,Rhondda Cynon Taf 019
W02000270,2023,253,2,Rhondda Cynon Taf 019
W02000270,2025,253,3,Rhondda Cynon Taf 019
W02000271,2021,254,1,Rhondda Cynon Taf 020
W02000271,2023,254,2,Rhondda Cynon Taf 020
W02000271,2025,254,3,Rhondda Cynon Taf 020
W02000272,2021,255,1,Rhondda Cynon Taf 021
W02000272,2023,255,2,Rhondda Cynon Taf 021
W02000272,2025,255,3,Rhondda Cynon Taf 021
W02000273,2021,256,1,Rhondda Cynon Taf 022
W02000273,2023,256,2,Rhondda Cynon Taf 022
W02000273,2025,256,3,Rhondda Cynon Taf 022
W02000274,2021,257,1,Rhondda Cynon Taf 023
W02000274,2023,257,2,Rhondda Cynon Taf 023
W02000274,2025,257,3,Rhondda Cynon Taf 023
W02000275,2021,258,1,Rhondda Cynon Taf 024
W02000275,2023,258,2,Rhondda Cynon Taf 024
W02000275,2025,258,3,Rhondda Cynon Taf 024
W02000276,2021,259,1,Rhondda Cynon Taf 025
W02000276,2023,259,2,Rhondda Cynon Taf 025
W02000276,2025,259,3,Rhondda Cynon Taf 025
W02000277,2021,260,1,Rhondda Cynon Taf 026
W02000277,2023,260,2,Rhondda Cynon Taf 026
W02000277,2025,260,3,Rhondda Cynon Taf 026
W02000278,2021,261,1,Rhondda Cynon Taf 027
W02000278,2023,261,2,Rhondda Cynon Taf 027
W02000278,2025,261,3,Rhondda Cynon Taf 027
W02000279,2021,262,1,Rhondda Cynon Taf 028
W02000279,2023,262,2,Rhondda Cynon Taf 028
W02000279,2025,262,3,Rhondda Cynon Taf 028
W02000280,2021,263,1,Rhondda Cynon Taf 029
W02000280,2023,263,2,Rhondda Cynon Taf 029
W02000280,2025,263,3,Rhondda Cynon Taf 029
W02000281,2021,264,1,Rhondda Cynon Taf 030
W02000281,2023,264,2,Rhondda Cynon Taf 030
W02000281,2025,264,3,Rhondda Cynon Taf 030
W02000282,2021,265,1,Rhondda Cynon Taf 031
W02000282,2023,265,2,Rhondda Cynon Taf 031
W02000282,2025,265,3,Rhondda Cynon Taf 031
W02000284,2021,266,1,Merthyr Tydfil 002
W02000284,2023,266,2,Merthyr Tydfil 002
W02000284,2025,266,3,Merthyr Tydfil 002
W02000285,2021,267,1,Merthyr Tydfil 003
W02000285,2023,267,2,Merthyr Tydfil 003
W02000285,2025,267,3,Merthyr Tydfil 003
W02000286,2021,268,1,Merthyr Tydfil 004
W02000286,2023,268,2,Merthyr Tydfil 004
W02000286,2025,268,3,Merthyr Tydfil 004
W02000287,2021,269,1,Merthyr Tydfil 005
W02000287,2023,269,2,Merthyr Tydfil 005
W02000287,2025,269,3,Merthyr Tydfil 005
W02000288,2021,270,1,Merthyr Tydfil 006
W02000288,2023,270,2,Merthyr Tydfil 006
W02000288,2025,270,3,Merthyr Tydfil 006
W02000289,2021,271,1,Merthyr Tydfil 007
W02000289,2023,271,2,Merthyr Tydfil 007
W02000289,2025,271,3,Merthyr Tydfil 007
W02000290,2021,272,1,Caerphilly 001
W02000290,2023,272,2,Caerphilly 001
W02000290,2025,272,3,Caerphilly 001
W02000291,2021,273,1,Caerphilly 002
W02000291,2023,273,2,Caerphilly 002
W02000291,2025,273,3,Caerphilly 002
W02000292,2021,274,1,Caerphilly 003
W02000292,2023,274,2,Caerphilly 003
W02000292,2025,274,3,Caerphilly 003
W02000293,2021,275,1,Caerphilly 004
W02000293,2023,275,2,Caerphilly 004
W02000293,2025,275,3,Caerphilly 004
W02000294,2021,276,1,Caerphilly 005
W02000294,2023,276,2,Caerphilly 005
W02000294,2025,276,3,Caerphilly 005
W02000295,2021,277,1,Caerphilly 006
W02000295,2023,277,2,Caerphilly 006
W02000295,2025,277,3,Caerphilly 006
W02000296,2021,278,1,Caerphilly 007
W02000296,2023,278,2,Caerphilly 007
W02000296,2025,278,3,Caerphilly 007
W02000297,2021,279,1,Caerphilly 008
W02000297,2023,279,2,Caerphilly 008
W02000297,2025,279,3,Caerphilly 008
W02000298,2021,280,1,Caerphilly 009
W02000298,2023,280,2,Caerphilly 009
W02000298,2025,280,3,Caerphilly 009
W02000299,2021,281,1,Caerphilly 010
W02000299,2023,281,2,Caerphilly 010
W02000299,2025,281,3,Caerphilly 010
W02000300,2021,282,1,Caerphilly 011
W02000300,2023,282,2,Caerphilly 011
W02000300,2025,282,3,Caerphilly 011
W02000301,2021,283,1,Caerphilly 012
W02000301,2023,283,2,Caerphilly 012
W02000301,2025,283,3,Caerphilly 012
W02000302,2021,284,1,Caerphilly 013
W02000302,2023,284,2,Caerphilly 013
W02000302,2025,284,3,Caerphilly 013
W02000303,2021,285,1,Caerphilly 014
W02000303,2023,285,2,Caerphilly 014
W02000303,2025,285,3,Caerphilly 014
W02000304,2021,286,1,Caerphilly 015
W02000304,2023,286,2,Caerphilly 015
W02000304,2025,286,3,Caerphilly 015
W02000305,2021,287,1,Caerphilly 016
W02000305,2023,287,2,Caerphilly 016
W02000305,2025,287,3,Caerphilly 016
W02000306,2021,288,1,Caerphilly 017
W02000306,2023,288,2,Caerphilly 017
W02000306,2025,288,3,Caerphilly 017
W02000307,2021,289,1,Caerphilly 018
W02000307,2023,289,2,Caerphilly 018
W02000307,2025,289,3,Caerphilly 018
W02000308,2021,290,1,Caerphilly 019
W02000308,2023,290,2,Caerphilly 019
W02000308,2025,290,3,Caerphilly 019
W02000309,2021,291,1,Caerphilly 020
W02000309,2023,291,2,Caerphilly 020
W02000309,2025,291,3,Caerphilly 020
W02000310,2021,292,1,Caerphilly 021
W02000310,2023,292,2,Caerphilly 021
W02000310,2025,292,3,Caerphilly 021
W02000311,2021,293,1,Caerphilly 022
W02000311,2023,293,2,Caerphilly 022
W02000311,2025,293,3,Caerphilly 022
W02000312,2021,294,1,Caerphilly 023
W02000312,2023,294,2,Caerphilly 023
W02000312,2025,294,3,Caerphilly 023
W02000313,2021,295,1,Caerphilly 024
W02000313,2023,295,2,Caerphilly 024
W02000313,2025,295,3,Caerphilly 024
W02000314,2021,296,1,Blaenau Gwent 001
W02000314,2023,296,2,Blaenau Gwent 001
W02000314,2025,296,3,Blaenau Gwent 001
W02000315,2021,297,1,Blaenau Gwent 002
W02000315,2023,297,2,Blaenau Gwent 002
W02000315,2025,297,3,Blaenau Gwent 002
W02000316,2021,298,1,Blaenau Gwent 003
W02000316,2023,298,2,Blaenau Gwent 003
W02000316,2025,298,3,Blaenau Gwent 003
W02000317,2021,299,1,Blaenau Gwent 004
W02000317,2023,299,2,Blaenau Gwent 004
W02000317,2025,299,3,Blaenau Gwent 004
W02000318,2021,300,1,Blaenau Gwent 005
W02000318,2023,300,2,Blaenau Gwent 005
W02000318,2025,300,3,Blaenau Gwent 005
W02000319,2021,301,1,Blaenau Gwent 006
W02000319,2023,301,2,Blaenau Gwent 006
W02000319,2025,301,3,Blaenau Gwent 006
W02000320,2021,302,1,Blaenau Gwent 007
W02000320,2023,302,2,Blaenau Gwent 007
W02000320,2025,302,3,Blaenau Gwent 007
W02000321,2021,303,1,Blaenau Gwent 008
W02000321,2023,303,2,Blaenau Gwent 008
W02000321,2025,303,3,Blaenau Gwent 008
W02000322,2021,304,1,Blaenau Gwent 009
W02000322,2023,304,2,Blaenau Gwent 009
W02000322,2025,304,3,Blaenau Gwent 009
W02000323,2021,305,1,Torfaen 001
W02000323,2023,305,2,Torfaen 001
W02000323,2025,305,3,Torfaen 001
W02000324,2021,306,1,Torfaen 002
W02000324,2023,306,2,Torfaen 002
W02000324,2025,306,3,Torfaen 002
W02000325,2021,307,1,Torfaen 003
W02000325,2023,307,2,Torfaen 003
W02000325,2025,307,3,Torfaen 003
W02000326,2021,308,1,Torfaen 004
W02000326,2023,308,2,Torfaen 004
W02000326,2025,308,3,Torfaen 004
W02000327,2021,309,1,Torfaen 005
W02000327,2023,309,2,Torfaen 005
W02000327,2025,309,3,Torfaen 005
W02000328,2021,310,1,Torfaen 006
W02000328,2023,310,2,Torfaen 006
W02000328,2025,310,3,Torfaen 006
W02000329,2021,311,1,Torfaen 007
W02000329,2023,311,2,Torfaen 007
W02000329,2025,311,3,Torfaen 007
W02000330,2021,312,1,Torfaen 008
W02000330,2023,312,2,Torfaen 008
W02000330,2025,312,3,Torfaen 008
W02000331,2021,313,1,Torfaen 009
W02000331,2023,313,2,Torfaen 009
W02000331,2025,313,3,Torfaen 009
W02000332,2021,314,1,Torfaen 010
W02000332,2023,314,2,Torfaen 010
W02000332,2025,314,3,Torfaen 010
W02000333,2021,315,1,Torfaen 011
W02000333,2023,315,2,Torfaen 011
W02000333,2025,315,3,Torfaen 011
W02000334,2021,316,1,Torfaen 012
W02000334,2023,316,2,Torfaen 012
W02000334,2025,316,3,Torfaen 012
W02000335,2021,317,1,Torfaen 013
W02000335,2023,317,2,Torfaen 013
W02000335,2025,317,3,Torfaen 013
W02000336,2021,318,1,Monmouthshire 001
W02000336,2023,318,2,Monmouthshire 001
W02000336,2025,318,3,Monmouthshire 001
W02000337,2021,319,1,Monmouthshire 002
W02000337,2023,319,2,Monmouthshire 002
W02000337,2025,319,3,Monmouthshire 002
W02000338,2021,320,1,Monmouthshire 003
W02000338,2023,320,2,Monmouthshire 003
W02000338,2025,320,3,Monmouthshire 003
W02000339,2021,321,1,Monmouthshire 004
W02000339,2023,321,2,Monmouthshire 004
W02000339,2025,321,3,Monmouthshire 004
W02000340,2021,322,1,Monmouthshire 005
W02000340,2023,322,2,Monmouthshire 005
W02000340,2025,322,3,Monmouthshire 005
W02000341,2021,323,1,Monmouthshire 006
W02000341,2023,323,2,Monmouthshire 006
W02000341,2025,323,3,Monmouthshire 006
W02000342,2021,324,1,Monmouthshire 007
W02000342,2023,324,2,Monmouthshire 007
W02000342,2025,324,3,Monmouthshire 007
W02000343,2021,325,1,Monmouthshire 008
W02000343,2023,325,2,Monmouthshire 008
W02000343,2025,325,3,Monmouthshire 008
W02000344,2021,326,1,Monmouthshire 009
W02000344,2023,326,2,Monmouthshire 009
W02000344,2025,326,3,Monmouthshire 009
W02000345,2021,327,1,Monmouthshire 010
W02000345,2023,327,2,Monmouthshire 010
W02000345,2025,327,3,Monmouthshire 010
W02000346,2021,328,1,Monmouthshire 011
W02000346,2023,328,2,Monmouthshire 011
W02000346,2025,328,3,Monmouthshire 011
W02000347,2021,329,1,Newport 001
W02000347,2023,329,2,Newport 001
W02000347,2025,329,3,Newport 001
W02000348,2021,330,1,Newport 002
W02000348,2023,330,2,Newport 002
W02000348,2025,330,3,Newport 002
W02000349,2021,331,1,Newport 003
W02000349,2023,331,2,Newport 003
W02000349,2025,331,3,Newport 003
W02000350,2021,332,1,Newport 004
W02000350,2023,332,2,Newport 004
W02000350,2025,332,3,Newport 004
W02000351,2021,333,1,Newport 005
W02000351,2023,333,2,Newport 005
W02000351,2025,333,3,Newport 005
W02000352,2021,334,1,Newport 006
W02000352,2023,334,2,Newport 006
W02000352,2025,334,3,Newport 006
W02000353,2021,335,1,Newport 007
W02000353,2023,335,2,Newport 007
W02000353,2025,335,3,Newport 007
W02000354,2021,336,1,Newport 008
W02000354,2023,336,2,Newport 008
W02000354,2025,336,3,Newport 008
W02000355,2021,337,1,Newport 009
W02000355,2023,337,2,Newport 009
W02000355,2025,337,3,Newport 009
W02000356,2021,338,1,Newport 010
W02000356,2023,338,2,Newport 010
W02000356,2025,338,3,Newport 010
W02000357,2021,339,1,Newport 011
W02000357,2023,339,2,Newport 011
W02000357,2025,339,3,Newport 011
W02000358,2021,340,1,Newport 012
W02000358,2023,340,2,Newport 012
W02000358,2025,340,3,Newport 012
W02000359,2021,341,1,Newport 013
W02000359,2023,341,2,Newport 013
W02000359,2025,341,3,Newport 013
W02000360,2021,342,1,Newport 014
W02000360,2023,342,2,Newport 014
W02000360,2025,342,3,Newport 014
W02000361,2021,343,1,Newport 015
W02000361,2023,343,2,Newport 015
W02000361,2025,343,3,Newport 015
W02000362,2021,344,1,Newport 016
W02000362,2023,344,2,Newport 016
W02000362,2025,344,3,Newport 016
W02000363,2021,345,1,Newport 017
W02000363,2023,345,2,Newport 017
W02000363,2025,345,3,Newport 017
W02000364,2021,346,1,Newport 018
W02000364,2023,346,2,Newport 018
W02000364,2025,346,3,Newport 018
W02000365,2021,347,1,Newport 019
W02000365,2023,347,2,Newport 019
W02000365,2025,347,3,Newport 019
W02000366,2021,348,1,Newport 020
W02000366,2023,348,2,Newport 020
W02000366,2025,348,3,Newport 020
W02000367,2021,349,1,Cardiff 001
W02000367,2023,349,2,Cardiff 001
W02000367,2025,349,3,Cardiff 001
W02000368,2021,350,1,Cardiff 002
W02000368,2023,350,2,Cardiff 002
W02000368,2025,350,3,Cardiff 002
W02000369,2021,351,1,Cardiff 003
W02000369,2023,351,2,Cardiff 003
W02000369,2025,351,3,Cardiff 003
W02000370,2021,352,1,Cardiff 004
W02000370,2023,352,2,Cardiff 004
W02000370,2025,352,3,Cardiff 004
W02000371,2021,353,1,Cardiff 005
W02000371,2023,353,2,Cardiff 005
W02000371,2025,353,3,Cardiff 005
W02000372,2021,354,1,Cardiff 006
W02000372,2023,354,2,Cardiff 006
W02000372,2025,354,3,Cardiff 006
W02000373,2021,355,1,Cardiff 007
W02000373,2023,355,2,Cardiff 007
W02000373,2025,355,3,Cardiff 007
W02000374,2021,356,1,Cardiff 008
W02000374,2023,356,2,Cardiff 008
W02000374,2025,356,3,Cardiff 008
W02000375,2021,357,1,Cardiff 009
W02000375,2023,357,2,Cardiff 009
W02000375,2025,357,3,Cardiff 009
W02000376,2021,358,1,Cardiff 010
W02000376,2023,358,2,Cardiff 010
W02000376,2025,358,3,Cardiff 010
W02000377,2021,359,1,Cardiff 011
W02000377,2023,359,2,Cardiff 011
W02000377,2025,359,3,Cardiff 011
W02000378,2021,360,1,Cardiff 012
W02000378,2023,360,2,Cardiff 012
W02000378,2025,360,3,Cardiff 012
W02000379,2021,361,1,Cardiff 013
W02000379,2023,361,2,Cardiff 013
W02000379,2025,361,3,Cardiff 013
W02000380,2021,362,1,Cardiff 014
W02000380,2023,362,2,Cardiff 014
W02000380,2025,362,3,Cardiff 014
W02000381,2021,363,1,Cardiff 015
W02000381,2023,363,2,Cardiff 015
W02000381,2025,363,3,Cardiff 015
W02000382,2021,364,1,Cardiff 016
W02000382,2023,364,2,Cardiff 016
W02000382,2025,364,3,Cardiff 016
W02000383,2021,365,1,Cardiff 017
W02000383,2023,365,2,Cardiff 017
W02000383,2025,365,3,Cardiff 017
W02000384,2021,366,1,Cardiff 018
W02000384,2023,366,2,Cardiff 018
W02000384,2025,366,3,Cardiff 018
W02000385,2021,367,1,Cardiff 019
W02000385,2023,367,2,Cardiff 019
W02000385,2025,367,3,Cardiff 019
W02000386,2021,368,1,Cardiff 020
W02000386,2023,368,2,Cardiff 020
W02000386,2025,368,3,Cardiff 020
W02000387,2021,369,1,Cardiff 021
W02000387,2023,369,2,Cardiff 021
W02000387,2025,369,3,Cardiff 021
W02000388,2021,370,1,Cardiff 022
W02000388,2023,370,2,Cardiff 022
W02000388,2025,370,3,Cardiff 022
W02000389,2021,371,1,Cardiff 023
W02000389,2023,371,2,Cardiff 023
W02000389,2025,371,3,Cardiff 023
W02000390,2021,372,1,Cardiff 024
W02000390,2023,372,2,Cardiff 024
W02000390,2025,372,3,Cardiff 024
W02000391,2021,373,1,Cardiff 025
W02000391,2023,373,2,Cardiff 025
W02000391,2025,373,3,Cardiff 025
W02000392,2021,374,1,Cardiff 026
W02000392,2023,374,2,Cardiff 026
W02000392,2025,374,3,Cardiff 026
W02000393,2021,375,1,Cardiff 027
W02000393,2023,375,2,Cardiff 027
W02000393,2025,375,3,Cardiff 027
W02000394,2021,376,1,Cardiff 028
W02000394,2023,376,2,Cardiff 028
W02000394,2025,376,3,Cardiff 028
W02000395,2021,377,1,Cardiff 029
W02000395,2023,377,2,Cardiff 029
W02000395,2025,377,3,Cardiff 029
W02000396,2021,378,1,Cardiff 030
W02000396,2023,378,2,Cardiff 030
W02000396,2025,378,3,Cardiff 030
W02000397,2021,379,1,Cardiff 031
W02000397,2023,379,2,Cardiff 031
W02000397,2025,379,3,Cardiff 031
W02000398,2021,380,1,Cardiff 032
W02000398,2023,380,2,Cardiff 032
W02000398,2025,380,3,Cardiff 032
W02000399,2021,381,1,Cardiff 033
W02000399,2023,381,2,Cardiff 033
W02000399,2025,381,3,Cardiff 033
W02000400,2021,382,1,Cardiff 034
W02000400,2023,382,2,Cardiff 034
W02000400,2025,382,3,Cardiff 034
W02000401,2021,383,1,Cardiff 035
W02000401,2023,383,2,Cardiff 035
W02000401,2025,383,3,Cardiff 035
W02000402,2021,384,1,Cardiff 036
W02000402,2023,384,2,Cardiff 036
W02000402,2025,384,3,Cardiff 036
W02000403,2021,385,1,Cardiff 037
W02000403,2023,385,2,Cardiff 037
W02000403,2025,385,3,Cardiff 037
W02000404,2021,386,1,Cardiff 038
W02000404,2023,386,2,Cardiff 038
W02000404,2025,386,3,Cardiff 038
W02000405,2021,387,1,Cardiff 039
W02000405,2023,387,2,Cardiff 039
W02000405,2025,387,3,Cardiff 039
W02000406,2021,388,1,Cardiff 040
W02000406,2023,388,2,Cardiff 040
W02000406,2025,388,3,Cardiff 040
W02000407,2021,389,1,Cardiff 041
W02000407,2023,389,2,Cardiff 041
W02000407,2025,389,3,Cardiff 041
W02000408,2021,390,1,Cardiff 042
W02000408,2023,390,2,Cardiff 042
W02000408,2025,390,3,Cardiff 042
W02000409,2021,391,1,Cardiff 043
W02000409,2023,391,2,Cardiff 043
W02000409,2025,391,3,Cardiff 043
W02000410,2021,392,1,Cardiff 044
W02000410,2023,392,2,Cardiff 044
W02000410,2025,392,3,Cardiff 044
W02000411,2021,393,1,Cardiff 045
W02000411,2023,393,2,Cardiff 045
W02000411,2025,393,3,Cardiff 045
W02000412,2021,394,1,Cardiff 046
W02000412,2023,394,2,Cardiff 046
W02000412,2025,394,3,Cardiff 046
W02000414,2021,395,1,Powys 020
W02000414,2023,395,2,Powys 020
W02000414,2025,395,3,Powys 020
W02000415,2021,396,1,Merthyr Tydfil 008
W02000415,2023,396,2,Merthyr Tydfil 008
W02000415,2025,396,3,Merthyr Tydfil 008
W02000416,2021,397,1,Powys 021
W02000416,2023,397,2,Powys 021
W02000416,2025,397,3,Powys 021
W02000417,2021,398,1,Neath Port Talbot 020
W02000417,2023,398,2,Neath Port Talbot 020
W02000417,2025,398,3,Neath Port Talbot 020
W02000418,2021,399,1,Carmarthenshire 027
W02000418,2023,399,2,Carmarthenshire 027
W02000418,2025,399,3,Carmarthenshire 027
W02000419,2021,400,1,Denbighshire 017
W02000419,2023,400,2,Denbighshire 017
W02000419,2025,400,3,Denbighshire 017
W02000421,2021,401,1,Ceredigion 011
W02000421,2023,401,2,Ceredigion 011
W02000421,2025,401,3,Ceredigion 011
W02000422,2021,402,1,Cardiff 048
W02000422,2023,402,2,Cardiff 048
W02000422,2025,402,3,Cardiff 048
W02000423,2021,403,1,Cardiff 049
W02000423,2023,403,2,Cardiff 049
W02000423,2025,403,3,Cardiff 049
W02000424,2021,404,1,Wrexham 021
W02000424,2023,404,2,Wrexham 021
W02000424,2025,404,3,Wrexham 021
W02000425,2021,405,1,Wrexham 022
W02000425,2023,405,2,Wrexham 022
W02000425,2025,405,3,Wrexham 022
W02000426,2021,406,1,Wrexham 023
W02000426,2023,406,2,Wrexham 023
W02000426,2025,406,3,Wrexham 023
W02000427,2021,407,1,Neath Port Talbot 021
W02000427,2023,407,2,Neath Port Talbot 021
W02000427,2025,407,3,Neath Port Talbot 021
W02000428,2021,408,1,Swansea 032
W02000428,2023,408,2,Swansea 032
W02000428,2025,408,3,Swansea 032
