area_id,time_id,area_inla_id,time_inla_id,msoa_name,direct_estimate,variance,n
W02000165,2021,153,1,Carmarthenshire 024,0,0,7
W02000165,2023,153,2,Carmarthenshire 024,0.3111153116848293,0.058050510425751226,5
W02000165,2025,153,3,Carmarthenshire 024,0,0,5
W02000166,2021,154,1,Carmarthenshire 025,0,0,4
W02000166,2023,154,2,Carmarthenshire 025,0,0,3
W02000166,2025,154,3,Carmarthenshire 025,0.10945117253822854,0.010964684068766823,11
W02000167,2021,155,1,Carmarthenshire 026,0,0,9
W02000167,2023,155,2,Carmarthenshire 026,0,0,3
W02000167,2025,155,3,Carmarthenshire 026,0.07520499352405367,0.005436408689241611,10
W02000168,2021,156,1,Swansea 001,0,0,13
W02000168,2023,156,2,Swansea 001,0.3624198776635929,0.0685597699723825,5
W02000168,2025,156,3,Swansea 001,0.02275544785005516,5.465467225540862e-4,17
W02000169,2021,157,1,Swansea 002,0,0,6
W02000169,2023,157,2,Swansea 002,0,0,1
W02000169,2025,157,3,Swansea 002,0.17491384248555408,0.009589313604721698,17
W02000170,2021,158,1,Swansea 003,0,0,5
W02000170,2023,158,2,Swansea 003,0,0,5
W02000170,2025,158,3,Swansea 003,0.025451602102028847,6.879167721284222e-4,14
W02000171,2021,159,1,Swansea 004,0,0,9
W02000171,2023,159,2,Swansea 004,0,0,7
W02000171,2025,159,3,Swansea 004,0,0,5
W02000172,2021,160,1,Swansea 005,0,0,8
W02000172,2023,160,2,Swansea 005,0,0,7
W02000172,2025,160,3,Swansea 005,0,0,7
W02000173,2021,161,1,Swansea 006,0,0,12
W02000173,2023,161,2,Swansea 006,0,0,3
W02000173,2025,161,3,Swansea 006,0.13584555172983476,0.016430996652729686,7
W02000174,2021,162,1,Swansea 007,0,0,13
W02000174,2023,162,2,Swansea 007,0,0,2
W02000174,2025,162,3,Swansea 007,0,0,10
W02000175,2021,163,1,Swansea 008,0,0,3
W02000175,2023,163,2,Swansea 008,0,0,3
W02000175,2025,163,3,Swansea 008,0,0,6
W02000176,2021,164,1,Swansea 009,0,0,7
W02000176,2023,164,2,Swansea 009,0,0,6
W02000176,2025,164,3,Swansea 009,0,0,8
W02000177,2021,165,1,Swansea 010,0,0,8
W02000177,2023,165,2,Swansea 010,0,0,6
W02000177,2025,165,3,Swansea 010,0,0,6
W02000178,2021,166,1,Swansea 011,0,0,13
W02000178,2023,166,2,Swansea 011,0,0,6
W02000178,2025,166,3,Swansea 011,0,0,10
W02000179,2021,167,1,Swansea 012,0,0,10
W02000179,2023,167,2,Swansea 012,0,0,6
W02000179,2025,167,3,Swansea 012,0,0,14
W02000180,2021,168,1,Swansea 013,0,0,5
W02000180,2023,168,2,Swansea 013,0,0,2
W02000180,2025,168,3,Swansea 013,0,0,9
W02000181,2021,169,1,Swansea 014,0,0,5
W02000181,2023,169,2,Swansea 014,0,0,7
W02000181,2025,169,3,Swansea 014,0,0,8
W02000182,2021,170,1,Swansea 015,0.04468611512148881,0.0023179449834112077,11
W02000182,2023,170,2,Swansea 015,0,0,4
W02000182,2025,170,3,Swansea 015,0,0,10
W02000183,2021,171,1,Swansea 016,0,0,11
W02000183,2023,171,2,Swansea 016,0,0,5
W02000183,2025,171,3,Swansea 016,0,0,9
W02000184,2021,172,1,Swansea 017,0,0,5
W02000184,2023,172,2,Swansea 017,0,0,4
W02000184,2025,172,3,Swansea 017,0.023253688648241382,5.644443418403993e-4,16
W02000185,2021,173,1,Swansea 018,0,0,12
W02000185,2023,173,2,Swansea 018,0.18015225472471885,0.025625267533466594,8
W02000185,2025,173,3,Swansea 018,0,0,6
W02000186,2021,174,1,Swansea 019,0,0,11
W02000186,2023,174,2,Swansea 019,0,0,6
W02000186,2025,174,3,Swansea 019,0,0,11
W02000188,2021,175,1,Swansea 021,0.26846454409991183,0.04480344258882263,10
W02000188,2023,175,2,Swansea 021,0,0,7
W02000188,2025,175,3,Swansea 021,0,0,6
W02000189,2021,176,1,Swansea 022,0.07329250481924827,0.005580023035472902,10
W02000189,2023,176,2,Swansea 022,0,0,8
W02000189,2025,176,3,Swansea 022,0.045245800415916214,0.0020685487408123996,15
W02000191,2021,177,1,Swansea 024,0.36197390186556405,0.038650861768643026,8
W02000191,2023,177,2,Swansea 024,0,0,1
W02000191,2025,177,3,Swansea 024,0,0,10
W02000192,2021,178,1,Swansea 025,0,0,10
W02000192,2023,178,2,Swansea 025,0,0,4
W02000192,2025,178,3,Swansea 025,0,0,17
W02000193,2021,179,1,Swansea 026,0,0,10
W02000193,2023,179,2,Swansea 026,0,0,5
W02000193,2025,179,3,Swansea 026,0,0,14
W02000194,2021,180,1,Swansea 027,0,0,7
W02000194,2023,180,2,Swansea 027,0,0,4
W02000194,2025,180,3,Swansea 027,0.057861618671069794,0.0034092233613583394,14
W02000195,2021,181,1,Swansea 028,0,0,13
W02000195,2023,181,2,Swansea 028,0,0,5
W02000195,2025,181,3,Swansea 028,0,0,11
W02000196,2021,182,1,Swansea 029,0,0,7
W02000196,2023,182,2,Swansea 029,0.2373484884131338,0.04289928640042334,5
W02000196,2025,182,3,Swansea 029,0.06431353158070455,0.004177307280765761,10
W02000197,2021,183,1,Swansea 030,0,0,7
W02000197,2023,183,2,Swansea 030,0,0,5
W02000197,2025,183,3,Swansea 030,0,0,8
W02000198,2021,184,1,Swansea 031,0.07443508820156176,0.00550013182513132,11
W02000198,2023,184,2,Swansea 031,0.2705862379225297,0.05251431290767403,5
W02000198,2025,184,3,Swansea 031,0,0,10
W02000200,2021,185,1,Neath Port Talbot 002,0.1350110123263027,0.015930363482193306,8
W02000200,2023,185,2,Neath Port Talbot 002,0,0,7
W02000200,2025,185,3,Neath Port Talbot 002,0,0,11
W02000201,2021,186,1,Neath Port Talbot 003,0,0,12
W02000201,2023,186,2,Neath Port Talbot 003,0,0,5
W02000201,2025,186,3,Neath Port Talbot 003,0,0,16
W02000202,2021,187,1,Neath Port Talbot 004,0.16199131495489372,0.02154353962889139,9
W02000202,2023,187,2,Neath Port Talbot 004,0,0,5
W02000202,2025,187,3,Neath Port Talbot 004,0,0,9
W02000204,2021,188,1,Neath Port Talbot 006,0,0,6
W02000204,2023,188,2,Neath Port Talbot 006,0,0,7
W02000204,2025,188,3,Neath Port Talbot 006,0,0,4
W02000205,2021,189,1,Neath Port Talbot 007,0,0,6
W02000205,2023,189,2,Neath Port Talbot 007,0,0,5
W02000205,2025,189,3,Neath Port Talbot 007,0,0,11
W02000206,2021,190,1,Neath Port Talbot 008,0,0,14
W02000206,2023,190,2,Neath Port Talbot 008,0,0,4
W02000206,2025,190,3,Neath Port Talbot 008,0,0,18
W02000207,2021,191,1,Neath Port Talbot 009,0,0,10
W02000207,2023,191,2,Neath Port Talbot 009,0,0,4
W02000207,2025,191,3,Neath Port Talbot 009,0,0,14
W02000208,2021,192,1,Neath Port Talbot 010,0,0,8
W02000208,2023,192,2,Neath Port Talbot 010,0,0,6
W02000208,2025,192,3,Neath Port Talbot 010,0,0,9
W02000210,2021,193,1,Neath Port Talbot 012,0,0,6
W02000210,2023,193,2,Neath Port Talbot 012,0,0,6
W02000210,2025,193,3,Neath Port Talbot 012,0,0,8
W02000211,2021,194,1,Neath Port Talbot 013,0,0,12
W02000211,2023,194,2,Neath Port Talbot 013,0,0,2
W02000211,2025,194,3,Neath Port Talbot 013,0.08879655252184405,0.007783988925127442,10
W02000212,2021,195,1,Neath Port Talbot 014,0,0,10
W02000212,2023,195,2,Neath Port Talbot 014,0,0,6
W02000212,2025,195,3,Neath Port Talbot 014,0.2655819659314653,0.0428904374839507,11
W02000213,2021,196,1,Neath Port Talbot 015,0,0,8
W02000213,2023,196,2,Neath Port Talbot 015,0,0,7
W02000213,2025,196,3,Neath Port Talbot 015,0,0,11
W02000214,2021,197,1,Neath Port Talbot 016,0,0,6
W02000214,2023,197,2,Neath Port Talbot 016,0,0,5
W02000214,2025,197,3,Neath Port Talbot 016,0,0,16
W02000215,2021,198,1,Neath Port Talbot 017,0,0,6
W02000215,2023,198,2,Neath Port Talbot 017,0,0,4
W02000215,2025,198,3,Neath Port Talbot 017,0,0,17
W02000216,2021,199,1,Neath Port Talbot 018,0,0,10
W02000216,2023,199,2,Neath Port Talbot 018,0,0,2
W02000216,2025,199,3,Neath Port Talbot 018,0,0,13
W02000217,2021,200,1,Neath Port Talbot 019,0,0,6
W02000217,2023,200,2,Neath Port Talbot 019,0,0,5
W02000217,2025,200,3,Neath Port Talbot 019,0,0,16
W02000218,2021,201,1,Bridgend 001,0,0,10
W02000218,2023,201,2,Bridgend 001,0,0,5
W02000218,2025,201,3,Bridgend 001,0.10910048097014553,0.010736529246830263,11
W02000219,2021,202,1,Bridgend 002,0,0,6
W02000219,2023,202,2,Bridgend 002,0,0,4
W02000219,2025,202,3,Bridgend 002,0,0,12
W02000220,2021,203,1,Bridgend 003,0,0,5
W02000220,2023,203,2,Bridgend 003,0,0,2
W02000220,2025,203,3,Bridgend 003,0,0,15
W02000221,2021,204,1,Bridgend 004,0,0,6
W02000221,2023,204,2,Bridgend 004,0,0,2
W02000221,2025,204,3,Bridgend 004,0,0,12
W02000222,2021,205,1,Bridgend 005,0,0,7
W02000222,2023,205,2,Bridgend 005,0,0,4
W02000222,2025,205,3,Bridgend 005,0.092350063637613,0.007858478908167533,15
W02000223,2021,206,1,Bridgend 006,0,0,12
W02000223,2023,206,2,Bridgend 006,0,0,4
W02000223,2025,206,3,Bridgend 006,0,0,17
W02000224,2021,207,1,Bridgend 007,0,0,8
W02000224,2023,207,2,Bridgend 007,0,0,3
W02000224,2025,207,3,Bridgend 007,0,0,13
W02000225,2021,208,1,Bridgend 008,0.05422153784999774,0.0031322469927516352,14
W02000225,2023,208,2,Bridgend 008,0,0,5
W02000225,2025,208,3,Bridgend 008,0.28250679011949603,0.046101382886453185,10
W02000226,2021,209,1,Bridgend 009,0,0,13
W02000226,2023,209,2,Bridgend 009,0,0,6
W02000226,2025,209,3,Bridgend 009,0,0,12
W02000227,2021,210,1,Bridgend 010,0.12613079656039636,0.014589570850983372,11
W02000227,2023,210,2,Bridgend 010,0,0,3
W02000227,2025,210,3,Bridgend 010,0.05848109116298291,0.0032635690712692423,19
W02000228,2021,211,1,Bridgend 011,0,0,6
W02000228,2023,211,2,Bridgend 011,0,0,4
W02000228,2025,211,3,Bridgend 011,0.07207263098062257,0.005078519643331371,12
W02000229,2021,212,1,Bridgend 012,0.32827967638345845,0.05526778381809834,10
W02000229,2023,212,2,Bridgend 012,0,0,4
W02000229,2025,212,3,Bridgend 012,0,0,15
W02000230,2021,213,1,Bridgend 013,0,0,6
W02000230,2023,213,2,Bridgend 013,0.5217686128913276,0.12477662996976659,2
W02000230,2025,213,3,Bridgend 013,0.1464101254794437,0.017594494208879062,14
W02000231,2021,214,1,Bridgend 014,0.02391895489686561,6.242612296699211e-4,12
W02000231,2023,214,2,Bridgend 014,0,0,4
W02000231,2025,214,3,Bridgend 014,0.07183417284544649,0.005238922619924706,8
W02000232,2021,215,1,Bridgend 015,0,0,7
W02000232,2023,215,2,Bridgend 015,0,0,10
W02000232,2025,215,3,Bridgend 015,0,0,9
W02000233,2021,216,1,Bridgend 016,0,0,11
W02000233,2023,216,2,Bridgend 016,0,0,3
W02000233,2025,216,3,Bridgend 016,0,0,13
W02000234,2021,217,1,Bridgend 017,0,0,7
W02000234,2023,217,2,Bridgend 017,0,0,5
W02000234,2025,217,3,Bridgend 017,0,0,15
W02000235,2021,218,1,Bridgend 018,0,0,6
W02000235,2023,218,2,Bridgend 018,0,0,6
W02000235,2025,218,3,Bridgend 018,0,0,13
W02000236,2021,219,1,Bridgend 019,0,0,12
W02000236,2023,219,2,Bridgend 019,0,0,3
W02000236,2025,219,3,Bridgend 019,0,0,16
W02000237,2021,220,1,Vale of Glamorgan 001,0.3250863222692695,0.059993780589401094,6
W02000237,2023,220,2,Vale of Glamorgan 001,0,0,6
W02000237,2025,220,3,Vale of Glamorgan 001,0.03299495021307682,0.0010952759337939555,20
W02000238,2021,221,1,Vale of Glamorgan 002,0,0,10
W02000238,2023,221,2,Vale of Glamorgan 002,0,0,5
W02000238,2025,221,3,Vale of Glamorgan 002,0.06415583379282938,0.004139474149142697,12
W02000239,2021,222,1,Vale of Glamorgan 003,0,0,13
W02000239,2023,222,2,Vale of Glamorgan 003,0,0,6
W02000239,2025,222,3,Vale of Glamorgan 003,0,0,15
W02000240,2021,223,1,Vale of Glamorgan 004,0,0,11
W02000240,2023,223,2,Vale of Glamorgan 004,0,0,4
W02000240,2025,223,3,Vale of Glamorgan 004,0.1448573720935013,0.017377511853492157,9
W02000241,2021,224,1,Vale of Glamorgan 005,0,0,10
W02000241,2023,224,2,Vale of Glamorgan 005,0,0,4
W02000241,2025,224,3,Vale of Glamorgan 005,0,0,13
W02000242,2021,225,1,Vale of Glamorgan 006,0.061738270318933836,0.004170449313655502,7
W02000242,2023,225,2,Vale of Glamorgan 006,0,0,4
W02000242,2025,225,3,Vale of Glamorgan 006,0,0,11
W02000243,2021,226,1,Vale of Glamorgan 007,0,0,17
W02000243,2023,226,2,Vale of Glamorgan 007,0.3228264050177622,0.06216075394881086,5
W02000243,2025,226,3,Vale of Glamorgan 007,0,0,11
W02000244,2021,227,1,Vale of Glamorgan 008,0,0,11
W02000244,2023,227,2,Vale of Glamorgan 008,0,0,4
W02000244,2025,227,3,Vale of Glamorgan 008,0,0,18
W02000245,2021,228,1,Vale of Glamorgan 009,0,0,6
W02000245,2023,228,2,Vale of Glamorgan 009,0,0,5
W02000245,2025,228,3,Vale of Glamorgan 009,0.1167767187903577,0.01169402389601558,16
W02000246,2021,229,1,Vale of Glamorgan 010,0,0,7
W02000246,2023,229,2,Vale of Glamorgan 010,0,0,3
W02000246,2025,229,3,Vale of Glamorgan 010,0,0,13
W02000247,2021,230,1,Vale of Glamorgan 011,0,0,6
W02000247,2023,230,2,Vale of Glamorgan 011,0,0,8
W02000247,2025,230,3,Vale of Glamorgan 011,0.0596274866203391,0.003419394354965619,18
W02000248,2021,231,1,Vale of Glamorgan 012,0,0,8
W02000248,2023,231,2,Vale of Glamorgan 012,0,0,7
W02000248,2025,231,3,Vale of Glamorgan 012,0.07073787693267697,0.004672805197200766,19
W02000249,2021,232,1,Vale of Glamorgan 013,0,0,1
W02000249,2023,232,2,Vale of Glamorgan 013,0,0,3
W02000249,2025,232,3,Vale of Glamorgan 013,0.3151517375304732,0.02173969586259476,13
W02000250,2021,233,1,Vale of Glamorgan 014,0,0,4
W02000250,2023,233,2,Vale of Glamorgan 014,0,0,8
W02000250,2025,233,3,Vale of Glamorgan 014,0,0,13
W02000251,2021,234,1,Vale of Glamorgan 015,0,0,12
W02000251,2023,234,2,Vale of Glamorgan 015,0.13986841213413126,0.018939870073539016,5
W02000251,2025,234,3,Vale of Glamorgan 015,0.09791487836760734,0.004632553287941383,18
W02000252,2021,235,1,Rhondda Cynon Taf 001,0,0,12
W02000252,2023,235,2,Rhondda Cynon Taf 001,0,0,7
W02000252,2025,235,3,Rhondda Cynon Taf 001,0,0,5
W02000253,2021,236,1,Rhondda Cynon Taf 002,0,0,8
W02000253,2023,236,2,Rhondda Cynon Taf 002,0,0,3
W02000253,2025,236,3,Rhondda Cynon Taf 002,0,0,7
W02000254,2021,237,1,Rhondda Cynon Taf 003,0,0,6
W02000254,2023,237,2,Rhondda Cynon Taf 003,0,0,5
W02000254,2025,237,3,Rhondda Cynon Taf 003,0,0,6
W02000255,2021,238,1,Rhondda Cynon Taf 004,0,0,9
W02000255,2023,238,2,Rhondda Cynon Taf 004,0,0,6
W02000255,2025,238,3,Rhondda Cynon Taf 004,0,0,6
W02000256,2021,239,1,Rhondda Cynon Taf 005,0,0,4
W02000256,2023,239,2,Rhondda Cynon Taf 005,0,0,2
W02000256,2025,239,3,Rhondda Cynon Taf 005,0,0,8
W02000257,2021,240,1,Rhondda Cynon Taf 006,0,0,4
W02000257,2023,240,2,Rhondda Cynon Taf 006,0,0,4
W02000257,2025,240,3,Rhondda Cynon Taf 006,0,0,7
W02000258,2021,241,1,Rhondda Cynon Taf 007,0,0,8
W02000258,2023,241,2,Rhondda Cynon Taf 007,0.07490423688593834,0.005953552199316215,7
W02000258,2025,241,3,Rhondda Cynon Taf 007,0.1835071450253025,0.026634682442001942,8
W02000259,2021,242,1,Rhondda Cynon Taf 008,0,0,8
W02000259,2023,242,2,Rhondda Cynon Taf 008,0,0,7
W02000259,2025,242,3,Rhondda Cynon Taf 008,0,0,5
W02000260,2021,243,1,Rhondda Cynon Taf 009,0.08098073331024841,0.006441117359691266,9
W02000260,2023,243,2,Rhondda Cynon Taf 009,0,0,2
W02000260,2025,243,3,Rhondda Cynon Taf 009,0.372965428737721,0.0746016142810257,4
W02000261,2021,244,1,Rhondda Cynon Taf 010,0,0,12
W02000261,2023,244,2,Rhondda Cynon Taf 010,0,0,4
W02000261,2025,244,3,Rhondda Cynon Taf 010,0.045296965724577386,0.002056367040009774,14
W02000262,2021,245,1,Rhondda Cynon Taf 011,0,0,7
W02000262,2023,245,2,Rhondda Cynon Taf 011,0,0,8
W02000262,2025,245,3,Rhondda Cynon Taf 011,0,0,12
W02000263,2021,246,1,Rhondda Cynon Taf 012,0,0,10
W02000263,2023,246,2,Rhondda Cynon Taf 012,0,0,3
W02000263,2025,246,3,Rhondda Cynon Taf 012,0,0,8
W02000264,2021,247,1,Rhondda Cynon Taf 013,0,0,11
W02000264,2023,247,2,Rhondda Cynon Taf 013,0,0,8
W02000264,2025,247,3,Rhondda Cynon Taf 013,0.04494464590020504,0.0020876382848531026,10
W02000265,2021,248,1,Rhondda Cynon Taf 014,0,0,8
W02000265,2023,248,2,Rhondda Cynon Taf 014,0,0,2
W02000265,2025,248,3,Rhondda Cynon Taf 014,0,0,9
W02000266,2021,249,1,Rhondda Cynon Taf 015,0,0,5
W02000266,2023,249,2,Rhondda Cynon Taf 015,0,0,3
W02000266,2025,249,3,Rhondda Cynon Taf 015,0,0,9
W02000267,2021,250,1,Rhondda Cynon Taf 016,0,0,6
W02000267,2023,250,2,Rhondda Cynon Taf 016,0,0,3
W02000267,2025,250,3,Rhondda Cynon Taf 016,0,0,4
W02000268,2021,251,1,Rhondda Cynon Taf 017,0,0,3
W02000268,2023,251,2,Rhondda Cynon Taf 017,0,0,5
W02000268,2025,251,3,Rhondda Cynon Taf 017,0.030777319895560595,0.0010182283971385503,11
W02000269,2021,252,1,Rhondda Cynon Taf 018,0,0,9
W02000269,2023,252,2,Rhondda Cynon Taf 018,0,0,8
W02000269,2025,252,3,Rhondda Cynon Taf 018,0,0,7
W02000270,2021,253,1,Rhondda Cynon Taf 019,0,0,5
W02000270,2023,253,2,Rhondda Cynon Taf 019,0,0,3
W02000270,2025,253,3,Rhondda Cynon Taf 019,0,0,4
W02000271,2021,254,1,Rhondda Cynon Taf 020,0,0,5
W02000271,2023,254,2,Rhondda Cynon Taf 020,0,0,4
W02000271,2025,254,3,Rhondda Cynon Taf 020,0.07951487718834524,0.006909886643907229,6
W02000272,2021,255,1,Rhondda Cynon Taf 021,0,0,7
W02000272,2023,255,2,Rhondda Cynon Taf 021,0,0,2
W02000272,2025,255,3,Rhondda Cynon Taf 021,0.12102535306222087,0.013427816469423468,8
W02000273,2021,256,1,Rhondda Cynon Taf 022,0,0,4
W02000273,2023,256,2,Rhondda Cynon Taf 022,0,0,3
W02000273,2025,256,3,Rhondda Cynon Taf 022,0,0,7
W02000274,2021,257,1,Rhondda Cynon Taf 023,0,0,13
W02000274,2023,257,2,Rhondda Cynon Taf 023,0.12553132558077904,0.01548700270366497,5
W02000274,2025,257,3,Rhondda Cynon Taf 023,0.18878885681428406,0.028366105828723575,7
W02000275,2021,258,1,Rhondda Cynon Taf 024,0,0,6
W02000275,2023,258,2,Rhondda Cynon Taf 024,0,0,1
W02000275,2025,258,3,Rhondda Cynon Taf 024,0,0,8
W02000276,2021,259,1,Rhondda Cynon Taf 025,0,0,3
W02000276,2023,259,2,Rhondda Cynon Taf 025,0,0,2
W02000276,2025,259,3,Rhondda Cynon Taf 025,0.08958261461549491,0.00752586656976131,10
W02000277,2021,260,1,Rhondda Cynon Taf 026,0,0,5
W02000277,2023,260,2,Rhondda Cynon Taf 026,0,0,4
W02000277,2025,260,3,Rhondda Cynon Taf 026,0,0,6
W02000278,2021,261,1,Rhondda Cynon Taf 027,0,0,8
W02000278,2023,261,2,Rhondda Cynon Taf 027,0,0,4
W02000278,2025,261,3,Rhondda Cynon Taf 027,0.29019637320776104,0.03523656634168477,8
W02000279,2021,262,1,Rhondda Cynon Taf 028,0,0,8
W02000279,2023,262,2,Rhondda Cynon Taf 028,0,0,4
W02000279,2025,262,3,Rhondda Cynon Taf 028,0,0,11
W02000280,2021,263,1,Rhondda Cynon Taf 029,0,0,7
W02000280,2023,263,2,Rhondda Cynon Taf 029,0,0,4
W02000280,2025,263,3,Rhondda Cynon Taf 029,0,0,6
W02000281,2021,264,1,Rhondda Cynon Taf 030,0,0,11
W02000281,2023,264,2,Rhondda Cynon Taf 030,0,0,3
W02000281,2025,264,3,Rhondda Cynon Taf 030,0.10268536105479557,0.009464434567289192,11
W02000282,2021,265,1,Rhondda Cynon Taf 031,0.06520108123953411,0.004343889843544895,8
W02000282,2023,265,2,Rhondda Cynon Taf 031,0,0,4
W02000282,2025,265,3,Rhondda Cynon Taf 031,0,0,5
W02000284,2021,266,1,Merthyr Tydfil 002,0,0,7
W02000284,2023,266,2,Merthyr Tydfil 002,0.22565947806046086,0.037392454744246115,7
W02000284,2025,266,3,Merthyr Tydfil 002,0.07662753602614975,0.0029061398853040222,30
W02000285,2021,267,1,Merthyr Tydfil 003,0,0,14
W02000285,2023,267,2,Merthyr Tydfil 003,0,0,6
W02000285,2025,267,3,Merthyr Tydfil 003,0.02592549616654297,6.778503036318421e-4,22
W02000286,2021,268,1,Merthyr Tydfil 004,0,0,12
W02000286,2023,268,2,Merthyr Tydfil 004,0,0,10
W02000286,2025,268,3,Merthyr Tydfil 004,0,0,16
W02000287,2021,269,1,Merthyr Tydfil 005,0,0,13
W02000287,2023,269,2,Merthyr Tydfil 005,0.1195892049603524,0.014417181710257096,7
W02000287,2025,269,3,Merthyr Tydfil 005,0.07818534734615408,0.0031720766327952604,19
W02000288,2021,270,1,Merthyr Tydfil 006,0.06527458212212539,0.004057984862361004,15
W02000288,2023,270,2,Merthyr Tydfil 006,0,0,8
W02000288,2025,270,3,Merthyr Tydfil 006,0.06759886661755571,0.0023974001607313194,32
W02000289,2021,271,1,Merthyr Tydfil 007,0,0,10
W02000289,2023,271,2,Merthyr Tydfil 007,0,0,13
W02000289,2025,271,3,Merthyr Tydfil 007,0.2616029766464976,0.013801099904186835,32
W02000290,2021,272,1,Caerphilly 001,0,0,8
W02000290,2023,272,2,Caerphilly 001,0.23114624207807863,0.039807735033244356,5
W02000290,2025,272,3,Caerphilly 001,0.12914368012326416,0.015581959099915367,7
W02000291,2021,273,1,Caerphilly 002,0,0,6
W02000291,2023,273,2,Caerphilly 002,0,0,3
W02000291,2025,273,3,Caerphilly 002,0,0,5
W02000292,2021,274,1,Caerphilly 003,0,0,6
W02000292,2023,274,2,Caerphilly 003,0,0,3
W02000292,2025,274,3,Caerphilly 003,0,0,9
W02000293,2021,275,1,Caerphilly 004,0,0,4
W02000293,2023,275,2,Caerphilly 004,0,0,2
W02000293,2025,275,3,Caerphilly 004,0,0,6
W02000294,2021,276,1,Caerphilly 005,0,0,8
W02000294,2023,276,2,Caerphilly 005,0,0,5
W02000294,2025,276,3,Caerphilly 005,0.09479690215287191,0.008146944169044039,14
W02000295,2021,277,1,Caerphilly 006,0,0,5
W02000295,2023,277,2,Caerphilly 006,0,0,4
W02000295,2025,277,3,Caerphilly 006,0,0,7
W02000296,2021,278,1,Caerphilly 007,0,0,8
W02000296,2023,278,2,Caerphilly 007,0,0,3
W02000296,2025,278,3,Caerphilly 007,0.07681844747274189,0.005908259672867796,8
W02000297,2021,279,1,Caerphilly 008,0,0,4
W02000297,2023,279,2,Caerphilly 008,0,0,2
W02000297,2025,279,3,Caerphilly 008,0.020509995320708425,4.820759008466527e-4,8
W02000298,2021,280,1,Caerphilly 009,0,0,8
W02000298,2023,280,2,Caerphilly 009,0,0,5
W02000298,2025,280,3,Caerphilly 009,0,0,10
W02000299,2021,281,1,Caerphilly 010,0.2467179233006045,0.04337227168354532,6
W02000299,2023,281,2,Caerphilly 010,0,0,7
W02000299,2025,281,3,Caerphilly 010,0,0,7
W02000300,2021,282,1,Caerphilly 011,0,0,5
W02000300,2023,282,2,Caerphilly 011,0,0,1
W02000300,2025,282,3,Caerphilly 011,0,0,5
W02000301,2021,283,1,Caerphilly 012,0,0,8
W02000301,2023,283,2,Caerphilly 012,0,0,4
W02000301,2025,283,3,Caerphilly 012,0.044161521111563275,0.002159679137201804,9
W02000302,2021,284,1,Caerphilly 013,0,0,8
W02000302,2023,284,2,Caerphilly 013,0,0,3
W02000302,2025,284,3,Caerphilly 013,0.0314265350622372,0.0010658414848265993,12
W02000303,2021,285,1,Caerphilly 014,0,0,7
W02000303,2023,285,2,Caerphilly 014,0,0,2
W02000303,2025,285,3,Caerphilly 014,0,0,11
W02000304,2021,286,1,Caerphilly 015,0,0,7
W02000304,2023,286,2,Caerphilly 015,0,0,3
W02000304,2025,286,3,Caerphilly 015,0,0,7
W02000305,2021,287,1,Caerphilly 016,0,0,5
W02000305,2023,287,2,Caerphilly 016,0,0,4
W02000305,2025,287,3,Caerphilly 016,0,0,6
W02000306,2021,288,1,Caerphilly 017,0,0,8
W02000306,2023,288,2,Caerphilly 017,0,0,5
W02000306,2025,288,3,Caerphilly 017,0,0,10
W02000307,2021,289,1,Caerphilly 018,0,0,7
W02000307,2023,289,2,Caerphilly 018,1,0,1
W02000307,2025,289,3,Caerphilly 018,0,0,10
W02000308,2021,290,1,Caerphilly 019,0,0,7
W02000308,2023,290,2,Caerphilly 019,0,0,6
W02000308,2025,290,3,Caerphilly 019,0,0,10
W02000309,2021,291,1,Caerphilly 020,0,0,7
W02000309,2023,291,2,Caerphilly 020,0,0,1
W02000309,2025,291,3,Caerphilly 020,0,0,9
W02000310,2021,292,1,Caerphilly 021,0,0,6
W02000310,2023,292,2,Caerphilly 021,0,0,4
W02000310,2025,292,3,Caerphilly 021,0,0,11
W02000311,2021,293,1,Caerphilly 022,0,0,2
W02000311,2023,293,2,Caerphilly 022,0,0,2
W02000311,2025,293,3,Caerphilly 022,0.05899856156677649,0.0037520858248209815,8
W02000312,2021,294,1,Caerphilly 023,0,0,4
W02000312,2023,294,2,Caerphilly 023,0,0,7
W02000312,2025,294,3,Caerphilly 023,0,0,9
W02000313,2021,295,1,Caerphilly 024,0,0,3
W02000313,2023,295,2,Caerphilly 024,0,0,3
W02000313,2025,295,3,Caerphilly 024,0,0,6
W02000314,2021,296,1,Blaenau Gwent 001,0.10757756125019706,0.01043355862634456,11
W02000314,2023,296,2,Blaenau Gwent 001,0,0,9
W02000314,2025,296,3,Blaenau Gwent 001,0,0,27
W02000315,2021,297,1,Blaenau Gwent 002,0,0,5
W02000315,2023,297,2,Blaenau Gwent 002,0.11747652019349068,0.012566847466762565,10
W02000315,2025,297,3,Blaenau Gwent 002,0,0,12
W02000316,2021,298,1,Blaenau Gwent 003,0,0,8
W02000316,2023,298,2,Blaenau Gwent 003,0,0,8
W02000316,2025,298,3,Blaenau Gwent 003,0.041311955855826386,0.0016732818322324635,22
W02000317,2021,299,1,Blaenau Gwent 004,0,0,13
W02000317,2023,299,2,Blaenau Gwent 004,0.5944450301563333,0.08864452658340209,3
W02000317,2025,299,3,Blaenau Gwent 004,0,0,23
W02000318,2021,300,1,Blaenau Gwent 005,0,0,13
W02000318,2023,300,2,Blaenau Gwent 005,0,0,4
